target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
abdominal,spinalabdominal,kjemiskabdominal,spinal,kjemisk
absurd,latterligabsurd,dataabsurd,latterlig,data
administrativ,ledelseadministrativ,speilbildeadministrativ,ledelse,speilbilde
adrenalin,hormonadrenalin,maleadrenalin,hormon,male
adresse,nummeradresse,ekteadresse,nummer,ekte
agn,felleagn,bekymringagn,felle,bekymring
aksent,stemmeaksent,eskortereaksent,stemme,eskortere
akseptere,nekteakseptere,tårnakseptere,nekte,tårn
aktivere,avtrekkeraktivere,stemmeaktivere,avtrekker,stemme
aktivitet,aktivaktivitet,nasjonalaktivitet,aktiv,nasjonal
aktor,advokataktor,kontrollaktor,advokat,kontroll
alarm,varslingalarm,uvitenhetalarm,varsling,uvitenhet
alfa,bravoalfa,industrialfa,bravo,industri
alibi,motivalibi,stekeovnalibi,motiv,stekeovn
allmenheten,samfunnallmenheten,hengingallmenheten,samfunn,henging
alternativ,valgalternativ,avtrekkeralternativ,valg,avtrekker
amerika,afrikaamerika,munnamerika,afrika,munn
analyse,autopsianalyse,jenteanalyse,autopsi,jente
and,gåsand,millionand,gås,million
angrep,invasjonangrep,sneglangrep,invasjon,snegl
angriperen,offerangriperen,konferanseangriperen,offer,konferanse
anklage,klageanklage,sikkeranklage,klage,sikker
annerledes,lignendeannerledes,klarannerledes,lignende,klar
antagelse,konklusjonantagelse,treffeantagelse,konklusjon,treffe
arbeid,jobbarbeid,revarbeid,jobb,rev
arbeider,bondearbeider,eliminerearbeider,bonde,eliminere
arkitekt,ingeniørarkitekt,avstandarkitekt,ingeniør,avstand
arm,håndarm,potensialarm,hånd,potensial
arr,tatoveringarr,overraskelsearr,tatovering,overraskelse
arrestere,straffearrestere,tempelarrestere,straffe,tempel
arroganse,uvitenhetarroganse,ringarroganse,uvitenhet,ring
arterie,blodårearterie,ungdomarterie,blodåre,ungdom
artilleri,kavaleriartilleri,låstartilleri,kavaleri,låst
arve,arvarve,høydearve,arv,høyde
assistanse,brukerstøtteassistanse,populærassistanse,brukerstøtte,populær
assistent,sekretærassistent,potetassistent,sekretær,potet
assistere,hjelpassistere,pumpeassistere,hjelp,pumpe
at,hvaat,dvdat,hva,dvd
