target_word_unique,word_combo_related,word_combo_unrelated,cue_word_related,cue_word_unrelated
abandono,sairabandono,ilusãoabandono,sair,ilusão
abdominal,espinalabdominal,lixeiraabdominal,espinal,lixeira
abraço,beijoabraço,incidenteabraço,beijo,incidente
abrigo,refúgioabrigo,carbonoabrigo,refúgio,carbono
absurdo,ridículoabsurdo,dadosabsurdo,ridículo,dados
acampamento,piqueniqueacampamento,maioriaacampamento,piquenique,maioria
aceitar,recusaraceitar,torreaceitar,recusar,torre
acidente,incidenteacidente,ofertaacidente,incidente,oferta
acima,abaixoacima,inocenteacima,abaixo,inocente
acompanhar,escoltaacompanhar,covaacompanhar,escolta,cova
aconselhar,conselhoaconselhar,frangoaconselhar,conselho,frango
acontecer,ocorreracontecer,sexualacontecer,ocorrer,sexual
acordo,contratoacordo,plantaacordo,contrato,planta
acreditam,confiançaacreditam,horroracreditam,confiança,horror
acusação,reclamaçãoacusação,protegidoacusação,reclamação,protegido
adicional,extraadicional,céuadicional,extra,céu
administrativo,gestãoadministrativo,praiaadministrativo,gestão,praia
adolescente,adolescênciaadolescente,sangueadolescente,adolescência,sangue
adrenalina,hormônioadrenalina,pintaradrenalina,hormônio,pintar
aeroporto,terminalaeroporto,maravilhosoaeroporto,terminal,maravilhoso
agendar,calendárioagendar,sulagendar,calendário,sul
agradecer,gratoagradecer,pôr do solagradecer,grato,pôr do sol
agressor,vítimaagressor,conferênciaagressor,vítima,conferência
agência,empresaagência,barãoagência,empresa,barão
ainda,jáainda,nascimentoainda,já,nascimento
ajudar,ajudaajudar,bombearajudar,ajuda,bombear
alarme,alertaalarme,ignorânciaalarme,alerta,ignorância
alegria,prazeralegria,vendedoralegria,prazer,vendedor
alfa,bravoalfa,indústriaalfa,bravo,indústria
algo,nadaalgo,arranjoalgo,nada,arranjo
algodão,sedaalgodão,vingançaalgodão,seda,vingança
almoço,lanchealmoço,radaralmoço,lanche,radar
alteza,majestadealteza,carvãoalteza,majestade,carvão
alto,baixoalto,recusaralto,baixo,recusar
altura,pesoaltura,preocupadoaltura,peso,preocupado
alucinação,ilusãoalucinação,atualalucinação,ilusão,atual
alvorecer,pôr do solalvorecer,bananaalvorecer,pôr do sol,banana
amar,odiaramar,meio ambienteamar,odiar,meio ambiente
amarelo,vermelhoamarelo,preocupaçãoamarelo,vermelho,preocupação
amedrontar,sustoamedrontar,invasãoamedrontar,susto,invasão
amigo,colegaamigo,sopaamigo,colega,sopa
amigáveis,educadoamigáveis,planoamigáveis,educado,plano
amizade,relaçãoamizade,salaamizade,relação,sala
ampla,estreitoampla,sóbrioampla,estreito,sóbrio
amável,legalamável,círculoamável,legal,círculo
américa,áfricaamérica,âncoraamérica,áfrica,âncora
andar,correandar,físicaandar,corre,física
animado,orgulhosoanimado,adolescênciaanimado,orgulhoso,adolescência
animal,feraanimal,felicitaranimal,fera,felicitar
análise,autópsiaanálise,meninaanálise,autópsia,menina
ao redor,voltaao redor,gestoao redor,volta,gesto
apanhar,agarrarapanhar,simplesmenteapanhar,agarrar,simplesmente
apartamento,casaapartamento,riscoapartamento,casa,risco
apreciar,admirarapreciar,rochaapreciar,admirar,rocha
apresentação,exposiçãoapresentação,racistaapresentação,exposição,racista
aprovação,permissãoaprovação,vejaaprovação,permissão,veja
aquele,queaquele,dvdaquele,que,dvd
arame,caboarame,cocaínaarame,cabo,cocaína
areia,lamaareia,mercenárioareia,lama,mercenário
arma,pistolaarma,opostoarma,pistola,oposto
arma de fogo,riflearma de fogo,inspetorarma de fogo,rifle,inspetor
armaduras,escudoarmaduras,brutalarmaduras,escudo,brutal
armaria,arsenalarmaria,natalarmaria,arsenal,natal
armazenar,fazer comprasarmazenar,toloarmazenar,fazer compras,tolo
armário de roupa,gabinetearmário de roupa,anarquiaarmário de roupa,gabinete,anarquia
arquiteto,engenheiroarquiteto,delicadoarquiteto,engenheiro,delicado
arrogância,ignorânciaarrogância,anelarrogância,ignorância,anel
artificial,naturalartificial,secretárioartificial,natural,secretário
artilharia,cavalariaartilharia,trancadoartilharia,cavalaria,trancado
artéria,veiaartéria,juventudeartéria,veia,juventude
assaltar,roubarassaltar,absolutamenteassaltar,roubar,absolutamente
assalto,rouboassalto,populaçãoassalto,roubo,população
assassinato,suicídioassassinato,chipeassassinato,suicídio,chipe
assassino,mercenárioassassino,bandeiraassassino,mercenário,bandeira
assinar,formulárioassinar,encéfaloassinar,formulário,encéfalo
assinatura,carimboassinatura,comumassinatura,carimbo,comum
assistente,secretárioassistente,maldiçãoassistente,secretário,maldição
assistir,vejaassistir,tioassistir,veja,tio
assistência,"apoio, suporteassistência",charmeassistência,"apoio, suporte",charme
assobiar,buzinaassobiar,universoassobiar,buzina,universo
assustador,apavoranteassustador,maridoassustador,apavorante,marido
ataque,invasãoataque,caracolataque,invasão,caracol
atirador de elite,atiradoratirador de elite,resgateatirador de elite,atirador,resgate
atirar,tiroatirar,códigoatirar,tiro,código
atitude,opiniãoatitude,jardim zoológicoatitude,opinião,jardim zoológico
ativar,acionarativar,analistaativar,acionar,analista
atividade,ativoatividade,soldadoatividade,ativo,soldado
atlântico,pacíficoatlântico,celebridadeatlântico,pacífico,celebridade
atmosfera,meio ambienteatmosfera,valiosoatmosfera,meio ambiente,valioso
ato,gestoato,estradaato,gesto,estrada
ator,autorator,claramenteator,autor,claramente
atrai,atençãoatrai,médicoatrai,atenção,médico
