"word_id","first","original_pair","second","syll","original_freq","replacement_pair","replacement_syll","replacement_freq","freq_diff","char_diff","letter_diff","original_word","replacement_word"
486,"first_blank","first_blank-aban","aban",2,5,"first_blank-plac","plac",5,0,0,1,"abandon","placdon"
849,"ab","ab-dom","dom",4,1,"ab-sence","sence",1,0,2,1,"abdominal","absenceinal"
469,"ct","ct-last_blank","last_blank",1,16,"yl-last_blank","yl",16,0,0,1,"abduct","abduyl"
118,"first_blank","first_blank-abil","abil",3,2,"first_blank-posi","posi",2,0,0,1,"ability","posiity"
616,"ou","ou-t","t",1,27,"us-t","us",27,0,0,1,"about","abust"
674,"sence","sence-last_blank","last_blank",2,2,"serts-last_blank","serts",2,0,0,1,"absence","abserts"
746,"surd","surd-last_blank","last_blank",2,1,"ruse-last_blank","ruse",1,0,0,1,"absurd","abruse"
969,"ac","ac-cent","cent",2,2,"ac-cred","cred",2,0,0,1,"accent","accred"
727,"cept","cept-last_blank","last_blank",2,5,"chan-last_blank","chan",5,0,0,1,"accept","acchan"
440,"dent","dent-last_blank","last_blank",3,39,"ably-last_blank","ably",39,0,0,1,"accident","acciably"
293,"com","com-pa","pa",4,16,"grand-pa","grand",2,14,2,1,"accompany","acgrandpany"
183,"sa","sa-tion","tion",4,37,"sa-hadev","hadev",1,36,1,1,"accusation","accusahadev"
367,"ac","ac-t","t",1,2,"vu-t","vu",2,0,0,1,"act","vut"
936,"vate","vate-last_blank","last_blank",3,13,"skin-last_blank","skin",13,0,0,1,"activate","actiskin"
3,"ac","ac-tiv","tiv",4,4,"ac-cross","cross",1,3,2,1,"activity","accrossity"
56,"ac","ac-tor","tor",2,2,"ac-cep","cep",2,0,0,1,"actor","accep"
310,"di","di-tion","tion",4,25,"di-nates","nates",3,22,1,1,"additional","addinatesal"
593,"dress","dress-last_blank","last_blank",2,9,"dates-last_blank","dates",9,0,0,1,"address","addates"
521,"tra","tra-tive","tive",5,2,"tra-venous","venous",2,0,2,1,"administrative","administravenous"
414,"first_blank","first_blank-adren","adren",3,4,"first_blank-reser","reser",4,0,0,1,"adrenaline","reseraline"
10,"vise","vise-last_blank","last_blank",2,6,"ines-last_blank","ines",6,0,0,1,"advise","adines"
331,"ag","ag-en","en",1,8,"wh-en","wh",8,0,0,1,"agency","whency"
200,"first_blank","first_blank-agree","agree",2,5,"first_blank-great","great",5,0,0,1,"agreement","greatment"
905,"first_blank","first_blank-air","air",2,53,"first_blank-fan","fan",53,0,0,1,"airport","fanport"
