"word_id","first","original_pair","second","syll","original_freq","replacement_pair","replacement_syll","replacement_freq","freq_diff","char_diff","letter_diff","original_word","replacement_word"
342,"first_blank","first_blank-ab","ab",1,97,"first_blank-sl","sl",97,0,0,1,"abe","sle"
865,"first_blank","first_blank-åb","åb",1,28,"first_blank-pæ","pæ",28,0,0,1,"åben","pæen"
992,"first_blank","first_blank-åben","åben",3,19,"first_blank-drik","drik",19,0,0,1,"åbenbaring","drikbaring"
555,"ning","ning-last_blank","last_blank",2,759,"ligt-last_blank","ligt",376,383,0,1,"åbning","åbligt"
322,"lut","lut-last_blank","last_blank",3,4,"tøjs-last_blank","tøjs",4,0,1,1,"absolut","absotøjs"
601,"first_blank","first_blank-ade","ade",2,10,"first_blank-vac","vac",10,0,0,1,"adelig","vaclig"
728,"ni","ni-stra","stra",5,11,"ni-kangst","kangst",1,10,2,1,"administration","adminikangsttion"
92,"var","var-sel","sel",3,3,"film-sel","film",3,0,1,1,"advarsel","adfilmsel"
317,"first_blank","first_blank-æb","æb",2,18,"first_blank-jes","jes",18,0,1,1,"æble","jesle"
378,"first_blank","first_blank-æs","æs",1,8,"first_blank-dl","dl",8,0,0,1,"æsel","dlel"
303,"af","af-bry","bry",3,11,"af-spær","spær",12,1,1,1,"afbryde","afspærde"
16,"af","af-fald","fald",2,1,"af-skyd","skyd",1,0,0,1,"affald","afskyd"
30,"first_blank","first_blank-afri","afri",2,10,"first_blank-brit","brit",10,0,0,1,"afrika","britka"
411,"slut","slut-last_blank","last_blank",2,4,"stad-last_blank","stad",4,0,0,1,"afslut","afstad"
21,"snit","snit-last_blank","last_blank",2,7,"tist-last_blank","tist",7,0,0,1,"afsnit","aftist"
820,"spej","spej-ling","ling",3,1,"spej-deræ","deræ",1,0,0,1,"afspejling","afspejderæ"
366,"stand","stand-last_blank","last_blank",2,37,"plads-last_blank","plads",37,0,0,2,"afstand","afplads"
609,"af","af-tens","tens",3,4,"af-gift","gift",3,1,0,1,"aftensmad","afgiftmad"
171,"ag","ag-en","en",1,2,"ag-us","us",2,0,0,1,"agent","agust"
382,"ai","ai-ds","ds",1,1,"ai-th","th",1,0,0,1,"aids","aith"
25,"ak","ak-tiv","tiv",2,4,"ak-ken","ken",3,1,0,1,"aktiv","akken"
338,"tivér","tivér-last_blank","last_blank",2,2,"visor-last_blank","visor",2,0,0,1,"aktivér","akvisor"
758,"bum","bum-last_blank","last_blank",2,6,"hey-last_blank","hey",6,0,0,1,"album","alhey"
635,"drig","drig-last_blank","last_blank",2,4,"slog-last_blank","slog",4,0,0,1,"aldrig","alslog"
219,"first_blank","first_blank-ale","ale",2,21,"first_blank-dig","dig",21,0,0,1,"alene","digne"
26,"al","al-er","er",1,1,"bj-er","bj",1,0,0,1,"alert","bjert"
581,"hol","hol-last_blank","last_blank",3,3,"flig-last_blank","flig",3,0,1,1,"alkohol","alkoflig"
828,"de","de-last_blank","last_blank",4,4716,"de-struction","struction",1,4715,1,5,"allerede","alleredestruction"
747,"al","al-min","min",4,7,"al-freds","freds",1,6,2,1,"almindelig","alfredsdelig"
488,"al","al-tid","tid",2,2,"al-kre","kre",2,0,0,1,"altid","alkre"
711,"tør","tør-last_blank","last_blank",2,53,"eld-last_blank","eld",53,0,0,1,"amatør","amaeld"
594,"de","de-last_blank","last_blank",4,4716,"de-struction","struction",1,4715,1,5,"ambassade","ambassadestruction"
593,"sa","sa-dør","dør",4,2,"sa-tions","tions",2,0,2,1,"ambassadør","ambassations"
372,"ce","ce-last_blank","last_blank",4,276,"ce-statsankla","statsankla",1,275,0,3,"ambulance","ambulancestatsankla"
431,"first_blank","first_blank-ana","ana",4,48,"first_blank-stjer","stjer",50,2,2,1,"analytiker","stjerlytiker"
