cue,target,cosine,fake_cue,fake_target
välja,väija,0.520667934,aälja,väixa
välja,sisse,0.459093398,väljn,stsse
välja,läbi,0.375281838,vägja,ltbi
välja,väljuma,0.36930213,sälja,väljõma
välja,siit,0.358886919,väljf,riit
tema,ema,0.504013816,temo,em_
tema,isa,0.480996318,tem_,isj
tema,jasoni,0.459447503,teme,jasonä
tema,michaeli,0.453390877,temu,mixhaeli
tema,racheli,0.447403321,tcma,rachsli
tagasi,juurde,0.454146346,tagase,uuurde
tagasi,hiljem,0.447933475,tagaöi,htljem
tagasi,sinna,0.445786729,tagasa,sisna
tagasi,naasma,0.423093697,tagõsi,nwasma
tagasi,tervelt,0.401253844,tauasi,tervelt
või,mitte,0.498462348,võb,mittä
või,näiteks,0.438749414,vwi,näideks
või,muidu,0.420794123,nõi,luidu
või,pigem,0.374822486,vti,pitem
või,eks,0.370365357,võt,sks
veel,ainult,0.458903616,veef,ainuln
veel,veei,0.436860134,vcel,veec
veel,veelgi,0.430574322,vcel,veelti
veel,nüüd,0.40780206,vvel,nüüv
veel,juba,0.406577325,veal,luba
saa,tohi,0.568809473,sad,tohi
saa,taha,0.483864012,sra,tahr
saa,pääse,0.449560506,sas,nääse
saa,enam,0.447207466,sda,ezam
saa,mõtlegi,0.437842977,sia,mõtlygi
nüüd,praegu,0.515972789,ngüd,mraegu
nüüd,nonii,0.43276013,yüüd,noüii
nüüd,juba,0.420585497,nüüp,jubf
nüüd,heaküll,0.416538263,züüd,weaküll
nüüd,veel,0.40780206,nüüp,vehl
mitte,või,0.498462348,ritte,vüi
mitte,vaid,0.427034172,mitðe,vatd
mitte,ainult,0.41705656,mgtte,ainulg
mitte,enam,0.397667272,mitee,eyam
mitte,isegi,0.394180022,miüte,ijegi
lihtsalt,vaid,0.49546898,lihtsalj,vair
lihtsalt,tõesti,0.48332812,lihtsklt,tõeoti
lihtsalt,ainult,0.469212939,liftsalt,sinult
lihtsalt,kõigest,0.43679614,lihtsält,kõsgest
lihtsalt,eks,0.403295385,lihtsält,_ks
väga,üsna,0.64760893,vägh,üsra
väga,äärmiselt,0.634131809,väta,äärviselt
väga,üpris,0.622060388,vdga,ühris
väga,tõeliselt,0.606533976,vägj,tõeriselt
väga,kohutavalt,0.589863868,väga,ðohutavalt
seal,väljas,0.516162694,seil,aäljas
seal,kus,0.496074378,soal,ous
seal,kuskil,0.492470826,seaž,kusuil
seal,kusagil,0.490877379,stal,kusigil
seal,üleval,0.47778344,geal,uleval
mina,sina,0.690973544,mdna,sisa
mina,ise,0.442199624,minr,ice
mina,tema,0.379760616,miné,mema
mina,mitte,0.371055512,minõ,mitye
mina,nüüd,0.359558657,miüa,eüüd
palju,vähe,0.581051763,paxju,vyhe
palju,rohkem,0.561688502,pflju,rohklm
palju,paljut,0.532361988,pmlju,pabjut
palju,hulgaliselt,0.516964116,pslju,qulgaliselt
palju,kõvasti,0.503034773,pamju,lõvasti
juba,ammu,0.47832398,juoa,ummu
juba,pea_aegu,0.423434641,puba,püa_aegu
juba,nüüd,0.420585497,jäba,nwüd
juba,veel,0.406577325,jhba,veeš
juba,niigi,0.389774932,jula,nõigi
sina,mina,0.690973544,si_a,þina
sina,ise,0.447407955,wina,iöe
sina,tema,0.393208998,sinw,jema
sina,mitte,0.380884622,sinm,mitie
sina,nüüd,0.375879914,sini,wüüd
kunagi,iial,0.814756683,kunagl,iial
kunagi,ealeski,0.667252454,kunagw,ealuski
kunagi,eal,0.659850887,känagi,yal
kunagi,eales,0.641673222,kunõgi,eaöes
kunagi,enam,0.56509326,kunagm,encm
siia,sinna,0.622795568,jiia,sicna
siia,juurde,0.47069581,sija,juurdþ
siia,kohale,0.443086835,sina,kohcle
siia,sisse,0.426424225,kiia,sösse
siia,lagedale,0.413378379,siij,lageüale
kuidas,kuis,0.450330839,kurdas,kuts
kuidas,kuda,0.434465294,kuiias,kudw
kuidas,kuidagi_moodi,0.418918088,khidas,kvidagi_moodi
kuidas,kus,0.386376769,keidas,kuu
kuidas,hästi,0.368800483,kuidvs,häoti
üks,mõni,0.52055752,ükl,mõnc
üks,teine,0.480786019,üke,trine
üks,väike,0.427558954,ükj,väcke
üks,kaks,0.412576334,üvs,kans
üks,kolm,0.404014451,üas,äolm
miks,tahtma,0.424842493,m_ks,tahtša
miks,mik,0.398991063,müks,mik
miks,seega,0.380753056,mims,seegf
miks,millal,0.379227261,wiks,müllal
miks,äkki,0.370363332,oiks,änki
ainult,vaid,0.889884566,ainllt,vcid
ainult,üksnes,0.571837987,ainule,üksnrs
ainult,kõigest,0.498238684,ainunt,põigest
ainult,lihtsalt,0.469212939,üinult,õihtsalt
ainult,pelgalt,0.459067648,ainulp,peogalt
vaid,ainult,0.889884566,void,ainugt
vaid,üksnes,0.637224533,oaid,üksnes
vaid,kõigest,0.530764049,vawd,kõig_st
vaid,lihtsalt,0.49546898,viid,lbhtsalt
vaid,pelgalt,0.480332621,xaid,peügalt
enam,kunagi,0.56509326,eaam,kgnagi
enam,rohkem,0.472643255,enaz,rohgem
enam,iial,0.466415021,enaü,iivl
enam,isegi,0.448254856,euam,icegi
enam,saa,0.447207466,enao,sia
vaja,tarvis,0.773324085,vajo,tarvps
vaja,vajagi,0.608760437,uaja,vaxagi
vaja,hädasti,0.503554074,vmja,hädastä
vaja,vajama,0.491025419,vija,vojama
vaja,vajalik,0.434750922,vpja,vajalpk
isa,ema,0.836932208,isu,emõ
isa,abikaasa,0.608240043,isö,dbikaasa
isa,onu,0.561616272,isö,onu
isa,eksabikaasa,0.532398135,ism,eksabiaaasa
isa,vend,0.529363138,fsa,vind
läbi,läbima,0.469817561,läbk,läbina
läbi,sisse,0.379487616,säbi,disse
läbi,välja,0.375281838,käbi,väljp
läbi,läve,0.349164661,löbi,lävy
läbi,edasi,0.338240772,bäbi,edcsi
küll,kyll,0.529608991,künl,kylu
küll,kah,0.465254802,klll,fah
