cue,target,cosine,fake_cue,fake_target
deur,aangedryf,0.387374954,dwur,aangewryf
deur,aangehelp,0.365761527,dyur,aatgehelp
deur,gebruik,0.362357981,deuń,grbruik
deur,beïnvloed,0.360412539,dtur,beïnmloed
deur,uitgeskryf,0.357189411,deup,uitgeskrjf
ook,ander,0.573711717,ook,apder
ook,veral,0.532599485,eok,veeal
ook,dikwels,0.489030623,okk,dikweës
ook,egter,0.485062772,oik,ebter
ook,dan,0.480398516,oox,daï
gebruik,opgebruik,0.576852275,gebrdik,opgybruik
gebruik,gebruiklik,0.553889599,gebcuik,ëebruiklik
gebruik,gebruikt,0.533244844,gebruid,gebrhikt
gebruik,hergebruik,0.525463617,gebrnik,hergrbruik
gebruik,doeleindes,0.497306444,gebluik,doeleindeu
bekend,staan,0.534745456,bnkend,stańn
bekend,spotted,0.524170221,bekead,spottef
bekend,bekendstaan,0.489123555,beyend,bokendstaan
bekend,wanted,0.485311373,bekrnd,wanied
bekend,welbekend,0.483361981,bemend,welwekend
ander,ook,0.573711717,andcr,ooü
ander,verskeie,0.504264767,agder,verskebe
ander,bogenoemde,0.420379479,andey,bogenoemdz
ander,sommige,0.417347612,andeë,swmmige
ander,hul,0.391531748,ayder,hut
eerste,tweede,0.596513398,eexste,twpede
eerste,eerstes,0.52130714,eersfe,eerstef
eerste,eersteling,0.499336077,esrste,eersteling
eerste,derde,0.46262851,eerjte,defde
eerste,vierde,0.424279127,eerste,vierfe
jaar,lewensjaar,0.539061961,jrar,lewensjaar
jaar,maand,0.474306633,jrar,aaand
jaar,studiejaar,0.470073886,jdar,studiejaai
jaar,dekades,0.451298453,haar,dekgdes
jaar,bestaansjaar,0.450894746,jzar,bestaawsjaar
groot,klein,0.489080377,grooe,klemn
groot,enorm,0.46127233,grxot,snorm
groot,oorgroot,0.450375164,grooj,oorgioot
groot,grootstes,0.447260281,gruot,grodtstes
groot,kleiner,0.437237143,oroot,kliiner
hul,basters,0.392973268,cul,baspers
hul,ander,0.391531748,hur,agder
hul,stamgebiede,0.373104667,huy,staggebiede
hul,snawels,0.370144796,hub,snawexs
hul,staatgemaak,0.365621211,hui,vtaatgemaak
begin,einde,0.456385019,begif,eiide
begin,aanvang,0.449863104,begln,yanvang
begin,stadigaan,0.436785799,begnn,stadigaai
begin,eers,0.433842166,brgin,eern
begin,reeds,0.409422281,begiê,reeis
egter,dus,0.494450508,egtar,nus
egter,ook,0.485062772,ester,okk
egter,nog,0.475532936,egtjr,nng
egter,betwyfel,0.46898575,egtjr,ïetwyfel
egter,wel,0.450261606,egtmr,wwl
net,slegs,0.640341885,let,sbegs
net,nog,0.492807629,pet,iog
net,ook,0.448472898,neb,owk
net,sowat,0.424251339,new,sozat
net,hier,0.414130756,aet,hior
gemeente,dogtergemeentes,0.717133531,ëemeente,dogtergemeenkes
gemeente,leraar,0.685987793,uemeente,lzraar
gemeente,gemeentelede,0.672404502,gemeenie,gemeenselede
gemeente,kerkraad,0.645565723,remeente,kerkraïd
gemeente,werkkring,0.636408758,gemeenge,workkring
nog,steeds,0.503659458,nêg,steedy
nog,net,0.492807629,çog,nem
nog,egter,0.475532936,nog,egtev
nog,ook,0.430428538,tog,qok
nog,nooit,0.424045818,gog,nooia
maak,toemaak,0.450451555,mauk,toemark
maak,gebruik,0.416943036,mrak,gfbruik
maak,deel,0.378442018,daak,dqel
maak,haak,0.366798608,mapk,haac
maak,skoonmaak,0.355327321,mfak,skoonraak
werk,bywerk,0.550999597,week,byweck
werk,vryskutwerk,0.540305666,wprk,vryskutyerk
werk,werksaamheid,0.509934246,wemk,werksaamdeid
werk,hoofwerk,0.505728924,verk,hoofwrrk
werk,verrig,0.480025792,lerk,vürrig
veral,hoofsaaklik,0.566008711,zeral,hoofsaaklik
veral,ook,0.532599485,vergl,oof
veral,hoofsaak,0.439875151,verad,hoofsaam
veral,meestal,0.402438388,zeral,meestaï
veral,besonder,0.401242951,öeral,benonder
naam,pleknaam,0.624578715,caam,pleknsam
naam,stadsnaam,0.584939883,naaf,stzdsnaam
naam,skrywersnaam,0.534623914,naem,sktywersnaam
naam,voornaam,0.532629012,nawm,voojnaam
naam,benaming,0.525828686,npam,benamipg
stad,hoofstad,0.631799679,stod,hoofsxad
stad,hawestad,0.605342766,stań,eawestad
stad,handelstad,0.591690822,stad,handelstan
stad,nywerheidstad,0.560661245,sead,nywzrheidstad
stad,hoofstadgebied,0.559934282,stas,hoffstadgebied
deel,onderdeel,0.492072049,ieel,onderdedl
deel,uitmaak,0.488543257,deex,uitmabk
deel,neem,0.460548282,ïeel,nejm
deel,landsdeel,0.390238658,deel,çandsdeel
deel,deelgebied,0.379726989,debl,dewlgebied
vorm,gevorm,0.515676413,vnrm,gevyrm
vorm,omvorm,0.464350207,vorb,²mvorm
vorm,vervorm,0.450542168,vrrm,veraorm
vorm,asimmetries,0.412020359,vors,asimmetrief
vorm,versmelt,0.40449405,vofm,vbrsmelt
drie,vier,0.745522157,ôrie,vief
drie,verskeie,0.434889554,duie,zerskeie
drie,onderskeie,0.431047115,drip,oncerskeie
drie,vyftien,0.413736571,drxe,vyftipn
drie,driehonderd,0.40040189,drge,driehocderd
weer,terug,0.486577523,xeer,gerug
weer,weereens,0.479457656,weeq,weeseens
weer,opnuut,0.437596758,wexr,opnuub
weer,dan,0.435681575,wexr,ban
weer,keer,0.431393399,wrer,leer
land,hoofstadgebied,0.441074976,lgnd,hoofstadgewied
land,stad,0.433125906,laed,ötad
land,lidstaat,0.432531527,uand,lilstaat
land,wêreld,0.426072044,lard,wêreyd
land,landsdeel,0.425315252,lvnd,lacdsdeel
dan,ook,0.480398516,dvn,ook
dan,weer,0.435681575,daï,seer
dan,verder,0.414247072,daj,verdwr
dan,indien,0.397713447,dae,indirn
dan,ingee,0.393806839,dav,ingze
bestaan,voortbestaan,0.487083138,bextaan,voortbestamn
bestaan,bestaansboerdery,0.449027801,beëtaan,bestaansboerqery
bestaan,bestaansjaar,0.433882763,bestaav,bestaansjahr
bestaan,ontstaan,0.420664102,blstaan,oëtstaan
bestaan,toestaan,0.405453319,bestjan,toestaaf
tyd,tydperk,0.47495901,tad,txdperk
tyd,verloop,0.418735562,tyt,verlolp
tyd,lank,0.403701963,tyk,lanv
tyd,bedieningstyd,0.402974735,ayd,bedieningötyd
