"cue","target","cosine","fake_cue","fake_target"
"zaman","vakit",0.568054625711678,"faman","lakit"
"zaman","gün",0.430929084359037,"haman","güi"
"zaman","zamanlar",0.419497430047144,"vaman","zamhnlar"
"zaman","zamanı",0.400840873852895,"zaian","zamanb"
"zaman","zamani",0.379350607430274,"zamwn","zaçani"
"evet","hayır",0.779423900005823,"efet","hayıh"
"evet","pekâlâ",0.605805194933982,"evmt","peaâlâ"
"evet","bak",0.603237601862321,"eaet","bgk"
"evet","tabiki",0.578372071198966,"eveı","tabdki"
"evet","herneyse",0.55618965014896,"eveh","hernjyse"
"hayır","evet",0.779423900005823,"hayıj","ovet"
"hayır","bak",0.550455674468192,"hafır","bük"
"hayır","hayr",0.547926696324543,"haiır","tayr"
"hayır","dinle",0.517824111896314,"ıayır","dsnle"
"hayır","tabiki",0.51594202809217,"hayıs","üabiki"
"olacak","olucak",0.757582487915783,"olasak","olucak"
"olacak","olmayacak",0.666159879346495,"olarak","okmayacak"
"olacak","olabilir",0.548559830270722,"vlacak","onabilir"
"olacak","oluca",0.533244585418976,"obacak","oluba"
"olacak","olacağı",0.498467813471382,"olmcak","olacayı"
"büyük","buyuk",0.60751987178457,"büyvk","buluk"
"büyük","muazzam",0.597897078271713,"boyük","muazzbm"
"büyük","küçük",0.520837404286494,"büyüğ","küçüs"
"büyük","dev",0.509104874388623,"büyül","dem"
"büyük","ufak",0.483495392400629,"büyül","sfak"
"adam","adaml",0.693718401942272,"açam","ataml"
"adam","herif",0.673812635669981,"adnm","berif"
"adam","kadın",0.643425999564493,"adâm","vadın"
"adam","adamı",0.641461689642578,"adah","şdamı"
"adam","çocuk",0.566589627584663,"adem","çocfk"
"güzel","harika",0.749264717278947,"gütel","harikw"
"güzel","muhteşem",0.671597895107782,"güzet","muhtkşem"
"güzel","şahane",0.64782925163584,"gvzel","şarane"
"güzel","güze",0.625191542961799,"gkzel","gübe"
"güzel","mükemmel",0.583294045830693,"gdzel","mükjmmel"
"fazla","fazlaca",0.611633376645944,"fazla","fazlafa"
"fazla","fazladan",0.494574075037911,"fazoa","fayladan"
"fazla","fazlasıyla",0.471386925612235,"faula","fazlapıyla"
"fazla","aşırı",0.432906251307929,"fazfa","çşırı"
"fazla","bolca",0.414617876227029,"fazça","bglca"
"gün","hafta",0.720228415559748,"gçn","haftç"
"gün","gece",0.573443934857439,"ghn","gect"
"gün","yıl",0.54255807770936,"çün","ywl"
"gün","birgün",0.541221204079883,"gyn","bifgün"
"gün","sene",0.521126792806985,"gdn","iene"
"gerçekten","cidden",0.834973768630273,"gerçeöten","ciddnn"
