cue,target,cosine,fake_cue,fake_target
weiß,weis,0.561770543,wkiß,wnis
weiß,wussten,0.528911631,wäiß,lussten
weiß,versteh,0.520713133,veiß,verskeh
weiß,herausfinden,0.50492421,ßeiß,hgrausfinden
weiß,rausfinden,0.486996029,meiß,rausfitden
sagen,mitteilen,0.567897501,saken,mitleilen
sagen,erzählen,0.551729068,tagen,lrzählen
sagen,behaupten,0.51309007,sageo,behaupteo
sagen,fragen,0.504534419,saeen,fgagen
sagen,zusagen,0.490775918,sagän,zußagen
sehen,schauen,0.593853473,sehon,dchauen
sehen,anschauen,0.5826291,selen,anschauun
sehen,ansehen,0.579729066,sehmn,assehen
sehen,gucken,0.536790943,seien,gucien
sehen,seh,0.527509975,seyen,seq
einfach,bloß,0.453207452,einfaci,broß
einfach,ruhig,0.449782626,einfzch,rutig
einfach,erstmal,0.419985807,einfact,erstmax
einfach,dumm,0.405874564,einfaeh,dnmm
einfach,plötzlich,0.378116083,einwach,plöszlich
frau,freundin,0.620970439,frau,freundiw
frau,ehefrau,0.59857847,fraü,ehefray
frau,kollegin,0.555336976,frlu,kollegix
frau,schwägerin,0.538817979,mrau,schmägerin
frau,gattin,0.523118788,frag,gadtin
leben,menschenleben,0.589629892,leben,menschenyeben
leben,liebesleben,0.534836406,lebec,lzebesleben
leben,schicksal,0.450830014,lebea,schocksal
leben,lebens,0.444531368,lrben,lebers
leben,privatleben,0.442552585,leban,urivatleben
sicher,bestimmt,0.693542104,sicher,bzstimmt
sicher,sicherlich,0.646622156,söcher,sicherlgch
sicher,versicher,0.549097041,siyher,xersicher
sicher,gewiss,0.518697212,sicheq,gewyss
sicher,sichergehen,0.514761183,bicher,sithergehen
lassen,laß,0.466237355,lasnen,xaß
lassen,zurücklassen,0.448016518,lassev,zurücklassen
lassen,belassen,0.400645032,lassyn,belavsen
lassen,rauslassen,0.39429136,lasseu,rauslaslen
lassen,zulassen,0.392784871,ldssen,zulasnen
geld,gelde,0.677944467,peld,gecde
geld,bargeld,0.622874832,geed,bwrgeld
geld,taschengeld,0.618190021,gild,taschenfeld
geld,kleingeld,0.590780284,gild,klebngeld
geld,vermögen,0.560808902,gelg,vermögeñ
finden,suchen,0.581559499,findün,sufhen
finden,ausfindig,0.538410943,finuen,auhfindig
finden,auffinden,0.534540683,findei,auffioden
finden,wiederfinden,0.530021359,findet,wiederfinden
finden,aufspüren,0.498496805,ginden,aufspuren
hey,okay,0.669901159,hny,fkay
hey,tja,0.553437173,eey,tja
hey,whoa,0.546536166,hev,whja
hey,herrje,0.541502579,hhy,hmrrje
hey,wow,0.539987614,yey,waw
reden,sprechen,0.82094142,rcden,fprechen
reden,unterhalten,0.669334854,redev,unterhalted
reden,redet,0.650709472,rhden,medet
reden,bereden,0.633470852,reßen,bervden
reden,besprechen,0.622679331,seden,besörechen
geben,gaben,0.608260519,gebän,gabän
