cue,target,cosine,fake_cue,fake_target
اون,اونم,0.545135766,فون,tونم
اون,دختره,0.487162733,بون,دهتره
اون,مامانته,0.481026643,ائن,مامآنته
اون,همون,0.474129114,اوح,هگون
اون,اونجا,0.47327417,زون,اونجو
فکر,ارهفکر,0.68269058,فقر,ارهفکر
فکر,گمون,0.536355115,فکد,گرون
فکر,فکره,0.495507706,فکع,فپره
فکر,کار,0.48932156,وکر,صار
فکر,گمان,0.471661176,فظر,گماص
کار,كار,0.528080709,کاح,كتر
کار,اونکار,0.522178373,صار,اوىکار
کار,اينکار,0.51571144,کار,اينکدر
کار,فکر,0.48932156,پار,فگر
کار,کارآیی,0.480306015,ءار,کاiآیی
دست,دستت,0.497490539,دگت,دسtت
دست,دستم,0.466295675,ددت,ظستم
دست,دستمون,0.445558651,دسب,دمتمون
دست,چنگ,0.432713179,دسط,چشگ
دست,دستآورد,0.418887322,دسأ,مستآورد
واسه,واسهی,0.55327001,ویسه,eاسهی
واسه,واسهت,0.532482623,هاسه,واسقت
واسه,بخاطر,0.51151345,واته,کخاطر
واسه,براش,0.496598924,واسأ,برذش
واسه,خاطر,0.46979401,hاسه,خلطر
دوست,دوستون,0.571312104,دوات,dوستون
دوست,دوستت,0.537065308,عوست,غوستت
دوست,دوستم,0.476054143,ثوست,دوذتم
دوست,علاقه,0.471015914,دوئت,کلاقه
دوست,دوسته,0.460723655,دdست,دجسته
بچه,دختر,0.550957539,دچه,دخته
بچه,پسر,0.534522252,بذه,پسا
بچه,پسربچه,0.493671827,بچس,پسربچم
بچه,توله,0.491002262,بچا,توضه
بچه,نوزاد,0.48855416,ببه,نوچاد
بهم,بهمون,0.716595793,بهh,بهمون
بهم,بمن,0.698049453,بدم,بمأ
بهم,بههم,0.440833759,بهش,بهرم
بهم,بهمن,0.420475372,صهم,لهمن
بهم,نگم,0.335354529,بعم,نگک
خونه,خانه,0.579204768,ئونه,خاحه
خونه,خونهم,0.5560221,خكنه,خوىهم
خونه,اونجا,0.521001298,خونم,اونبا
خونه,خونمون,0.519707814,غونه,خوعمون
خونه,خونهی,0.51202433,خونگ,خونیی
اونجا,اونج,0.568042982,قونجا,اثنج
اونجا,خونه,0.521001298,اونجذ,خينه
اونجا,توش,0.47870375,فونجا,غوش
اونجا,اون,0.47327417,نونجا,چون
اونجا,اونجام,0.472513174,اوججا,اننجام
بشه,بشن,0.598088883,بشو,قشن
بشه,بشم,0.464733567,بسه,بشی
بشه,ميشد,0.457560805,بپه,ميكد
بشه,میشه,0.455583583,بجه,متشه
بشه,شدنمون,0.408326095,wشه,sدنمون
درست,درستت,0.475444982,دروت,دحستت
درست,غلط,0.417402444,درپت,غلغ
درست,درستی,0.385793999,درزت,درستر
درست,تلفظش,0.384851562,دطست,توفظش
درست,درستیه,0.373867159,دعست,درسبیه
مرد,پسر,0.585099885,مرآ,پنر
مرد,آدم,0.556389248,مري,آدي
مرد,دختر,0.49412025,مئد,دختت
مرد,فرد,0.445510168,مرک,فحد
مرد,ادم,0.44275365,مرژ,ىدم
ميخوام,خوام,0.747380293,ميژوام,خپام
ميخوام,ميخواستم,0.715360833,هيخوام,ميخواستب
ميخوام,ميخام,0.665049235,ميخواف,مهخام
ميخوام,ميتونم,0.651755527,ميخواغ,مثتونم
ميخوام,نميخوام,0.650154095,آيخوام,نميخنام
وقت,وقتمون,0.48518109,وظت,وقترون
وقت,وقتت,0.482488817,سقت,وقتد
وقت,وقتش,0.46486086,سقت,صقتش
وقت,مهلت,0.461662813,وقت,مهدت
وقت,فرصت,0.4517928,وقف,فرعت
کمک,كمكمون,0.433675219,کمآ,كمكيون
کمک,متوقفشون,0.415174587,کعک,مثوقفشون
کمک,مراقبت,0.403994512,ککک,مراقبس
کمک,حمايتت,0.379411742,dمک,حمايقت
کمک,لطف,0.377235315,کعک,لحف
میشه,میش,0.675290125,بیشه,مثش
میشه,میم,0.573648922,حیشه,جیم
میشه,شدگی,0.560065077,میشه,شدکی
