"cue","target","cosine","fake_cue","fake_target"
"առաջին","երկրորդ",0.685530062301029,"դռաջին","երկրթրդ"
"առաջին","երրորդ",0.558733894752493,"զռաջին","եէրորդ"
"առաջին","վերջին",0.555145265810775,"րռաջին","թերջին"
"առաջին","միակ",0.528349317906365,"առծջին","միչկ"
"առաջին","հաջորդ",0.491269410469551,"առապին","հէջորդ"
"կարող","լինել",0.726012246726525,"կածող","լինեվ"
"կարող","վերաբերել",0.64787626982484,"кարող","վերաբերեն"
"կարող","առաջանալ",0.590368115264316,"կօրող","առաջլնալ"
"կարող","կարողանալ",0.586364557931819,"կարոժ","կարողժնալ"
"կարող","ունենալ",0.55445573101422,"կափող","ոդնենալ"
"ժամանակ","երբ",0.508845221021738,"ժաիանակ","եկբ"
"ժամանակ","ժամանակամիջոցում",0.499143526638609,"оամանակ","ժամանակամիջոցոզմ"
"ժամանակ","ժամանակահատված",0.494520916142914,"ժամառակ","ժէմանակահատված"
"ժամանակ","ժամանակաշրջան",0.43085976489776,"ժամփնակ","ժամանակաշրեան"
"ժամանակ","ժամանակային",0.427593491030872,"ժամrնակ","ժռմանակային"
"մոտ","մոտավորապես",0.558789757641363,"մտտ","մոտավտրապես"
"մոտ","մօտ",0.512424472257998,"մոա","սօտ"
"մոտ","մոտավոր",0.447544462961282,"միտ","մոտավով"
"մոտ","շուրջ",0.424733260918733,"մոզ","շուրc"
"մոտ","ավելի",0.409577734671706,"լոտ","ավելի"
"որտեղ","ուր",0.637498744816628,"որտեխ","ոսր"
"որտեղ","այնտեղ",0.571328510061492,"որտեծ","այնտնղ"
"որտեղ","տեղափոխվել",0.460125314154134,"ոֆտեղ","ճեղափոխվել"
"որտեղ","այստեղ",0.429701188978322,"որձեղ","այստել"
"որտեղ","այդտեղ",0.42864514583568,"որփեղ","այդտեվ"
"շատ","ավելի",0.68203337737437,"շդտ","ավվլի"
"շատ","քիչ",0.62053726380732,"иատ","քիշ"
"շատ","այդքան",0.562794733349501,"շյտ","այղքան"
"շատ","բավական",0.540507840165341,"xատ","բավաժան"
"շատ","այնքան",0.524925728180594,"еատ","այվքան"
"մեծ","փոքր",0.679343752689072,"իեծ","փպքր"
"մեծ","հսկայական",0.572884008828588,"մեպ","հսկայակաֆ"
"մեծ","նշանակալի",0.550950088749697,"մեդ","նշանակառի"
"մեծ","ահռելի",0.5153403132257,"աեծ","ծհռելի"
"մեծ","շատ",0.514946248973799,"մդծ","նատ"
"երբ","միայն",0.53705936999872,"եդբ","միայտ"
"երբ","ժամանակ",0.508845221021738,"ետբ","ժականակ"
"երբ","դեռ",0.477462924265598,"եևբ","դեշ"
"երբ","արդեն",0.473908862839533,"երf","արցեն"
"երբ","տարեկան",0.450708213939109,"հրբ","տարֆկան"
"նոր","նորանոր",0.52288981909737,"նօր","նոջանոր"
"նոր","նորով",0.462898433960531,"ֆոր","ներով"
"նոր","հին",0.444401422539179,"նպր","հիբ"
"նոր","նորաստեղծ",0.424303841349075,"նպր","նորասղեղծ"
"նոր","առաջին",0.403350641563969,"նզր","առաջօն"
"իրենց","սեփական",0.49473961896177,"իլենց","սհփական"
"իրենց","մեր",0.386404103502959,"իրենe","մեժ"
"իրենց","միասին",0.367503902375974,"իրանց","մճասին"
"իրենց","որոշում",0.362504821288096,"իաենց","որքշում"
"իրենց","ընկան",0.354497596563387,"իրեպց","ըրկան"
"ավելի","շատ",0.68203337737437,"ավոլի","շդտ"
"ավելի","աւելի",0.574301112210585,"մվելի","աւեվի"
"ավելի","բավական",0.555614812691787,"ասելի","բավակաա"
"ավելի","նույնքան",0.54684077891006,"ավֆլի","նույնքլն"
"ավելի","այնքան",0.534249063836706,"ապելի","ժյնքան"
"ունի","ունեցող",0.509310887329155,"ուկի","ունփցող"
"ունի","ուն",0.488885737761793,"ունլ","ուբ"
"ունի","ունել",0.472345921701184,"ունզ","աւնել"
"ունի","կունենա",0.465928727416782,"ունի","կաւնենա"
"ունի","ունենալ",0.461501950308932,"ունз","ուչենալ"
"հայտնի","նշանավոր",0.548591845012403,"հայտկի","նշանալոր"
"հայտնի","հանրահայտ",0.537871739086594,"չայտնի","հանրահայո"
"հայտնի","ամենահայտնի",0.472009759473769,"հայտֆի","ամենահայտնի"
"հայտնի","հանրաճանաչ",0.470577889104079,"հայընի","իանրաճանաչ"
"հայտնի","հայտնիություն",0.459902318858593,"ջայտնի","հադտնիություն"
"միայն","երբ",0.53705936999872,"միաօն","եմբ"
"միայն","բացառապես",0.469099199668097,"միքյն","բացառապիս"
"միայն","ընդամենը",0.457095408901521,"սիայն","ընդամենժ"
"միայն","մնացած",0.452098444453277,"միապն","մմացած"
"միայն","արդեն",0.43183323336597,"բիայն","երդեն"
"տարբեր","ամենատարբեր",0.658611111693134,"տարբեը","ամենատարհեր"
"տարբեր","զանազան",0.600022499102674,"ռարբեր","զաւազան"
"տարբեր","բազմաթիվ",0.553474402056583,"տարբեդ","բազմաթիվ"
