cue,target,cosine,fake_cue,fake_target
لقد,البارحة,0.489177495,لقو,الباضحة
لقد,هاقد,0.486935763,فقد,هاقش
لقد,وقمت,0.434995408,لضد,وقمم
لقد,وذهبت,0.430092248,لقح,وذزبت
لقد,توا,0.427781943,لقس,تها
ولكن,أعتقد,0.463641474,ولمن,أعتقغ
ولكن,اعني,0.456309749,وذكن,اعنب
ولكن,أعلم,0.445906173,ولكص,أعلة
ولكن,اتعلمين,0.439362441,وعكن,وتعلمين
ولكن,تعلمون,0.424210277,وجكن,تةلمون
أعتقد,اظن,0.682095531,أععقد,يظن
أعتقد,ظننت,0.612944088,أعتقص,ظذنت
أعتقد,واعتقدت,0.566813937,أعتيد,وحعتقدت
أعتقد,يعتقد,0.566108716,أعتقل,يعتهد
أعتقد,تعتقد,0.548813925,أعتشد,تتتقد
يبدو,يبدوا,0.89319565,يهدو,يبقوا
يبدو,يبد,0.644286827,ثبدو,يبأ
يبدو,تبدو,0.571817801,ييدو,تبدو
يبدو,تبدوا,0.54505366,قبدو,دبدوا
يبدو,يبدون,0.537066022,يبدف,يودون
تعرف,تعرفين,0.706129755,تعرص,ضعرفين
تعرف,تعرفي,0.619797977,تعرف,تلرفي
تعرف,يعرف,0.618652083,تعرط,غعرف
تعرف,أتعرف,0.612255171,تعرق,ةتعرف
تعرف,تعلمين,0.603883648,طعرف,تعلميذ
أعلم,اعرف,0.65539924,فعلم,ائرف
أعلم,أفهم,0.594432753,أجلم,أفكم
أعلم,نعلم,0.55703583,اعلم,نعلش
أعلم,أعتقد,0.514256985,نعلم,أعتفد
أعلم,علمت,0.494498873,أعنم,عممت
تريد,تود,0.790121789,ترعد,توط
تريد,ترغب,0.697958497,ترصد,ةرغب
تريد,تريدين,0.673091296,تريو,تهيدين
تريد,تريدن,0.632509762,تشيد,دريدن
تريد,ستود,0.621072272,تريه,ستوك
يوجد,توجد,0.687325533,يودد,غوجد
يوجد,يتبقى,0.466408872,يوود,يتبقد
يوجد,يتواجد,0.430881596,يوءد,يتوشجد
يوجد,يزال,0.395660766,يوجه,كزال
يوجد,يحتوى,0.39186406,يوجد,بحتوى
يحدث,يحصل,0.60761702,يحةث,يشصل
يحدث,يجري,0.540600936,يحاث,يجرا
يحدث,جرى,0.499254075,يحدا,جرب
يحدث,حصل,0.490783352,يحدغ,حقل
يحدث,ماحدث,0.490736483,يحيث,ماخدث
تستطيع,تسطيع,0.769971174,ذستطيع,لسطيع
تستطيع,تستطيعين,0.689353022,تستطتع,تستزيعين
تستطيع,تستطيعون,0.640112899,تستطسع,تستطيتون
تستطيع,تستطعين,0.628290646,تسوطيع,تستطيين
تستطيع,تستطيعى,0.606568832,زستطيع,تستطيعض
أقول,اقول,0.787491751,أقوإ,اقزل
أقول,تقولين,0.466057692,ءقول,تقولنن
أقول,تقولي,0.460129213,أقوت,مقولي
أقول,قولي,0.450213792,أقول,قوذي
أقول,قولوا,0.426536514,أقوب,قولوب
يريد,اراد,0.705671093,يريظ,نراد
يريد,يرغب,0.678354192,طريد,قرغب
يريد,يريدون,0.620342018,يرند,يريدزن
يريد,يحاول,0.595857546,عريد,يحلول
يريد,مايريد,0.561578826,يريش,ماظريد
تعتقد,تظن,0.898478481,ىعتقد,طظن
تعتقد,تعتقدين,0.823422936,ععتقد,تعتكدين
تعتقد,تعتقدون,0.715595838,تعتسد,تعتردون
تعتقد,اتظن,0.678333385,تعتلد,اكظن
تعتقد,اتعتقدون,0.668036726,ثعتقد,اتدتقدون
كنا,اصبحنا,0.487600504,كنط,اصبونا
كنا,سنكون,0.486723652,انا,بنكون
كنا,نحب,0.433014171,خنا,نكب
كنا,نريد,0.419640556,كنى,زريد
كنا,نظل,0.417913601,ءنا,نظح
فعلت,فعلتي,0.720171293,فملت,فعمتي
فعلت,فعلوا,0.623576118,فملت,فعموا
فعلت,وفعلت,0.617392884,فملت,وفعذت
فعلت,مافعلت,0.597229525,فسلت,ذافعلت
فعلت,تفعلين,0.568962082,فعلأ,تفعليج
يعني,يعنى,0.715031652,ياني,رعنى
يعني,تعني,0.62653174,يعنت,تعنق
يعني,تقصد,0.421325824,يعاي,تقصك
يعني,يدل,0.396673242,يعىي,زدل
يعني,أعتقد,0.391287942,ئعني,أعتقش
بدون,بمفرد,0.312455675,بغون,بمضرد
بدون,يرفض,0.308579298,بدنن,شرفض
بدون,يلاحظ,0.30370247,بفون,يلجحظ
بدون,الوفاض,0.299622154,بدوك,نلوفاض
بدون,لوحد,0.287006246,بحون,لويد
سمعت,وسمعت,0.703188441,سيعت,بسمعت
سمعت,أسمع,0.624315591,سمعص,أسغع
سمعت,سمعوا,0.585635602,سمقت,سلعوا
سمعت,يسمع,0.493932434,سمعن,يسجع
سمعت,يسمعوا,0.46727121,سلعت,يسمعوذ
يعرف,يعرفون,0.673495975,أعرف,يعرفمن
يعرف,تعرف,0.618652083,يعرذ,تعرل
يعرف,يعرفك,0.581160276,يعجف,يعففك
يعرف,يدرك,0.57243494,يفرف,يدقك
يعرف,يعلمون,0.560210036,وعرف,يغلمون
