"cue","target","cosine","fake_cue","fake_target"
"сюда","привез",0.419203409483049,"июда","прцвез"
"сюда","привезти",0.411270847894612,"люда","пбивезти"
"сюда","притащить",0.406388148670608,"тюда","птитащить"
"сюда","обратно",0.397467432402633,"сюла","обрбтно"
"сюда","домой",0.391242425647531,"сюма","домэй"
"ладно","слушай",0.645955686965312,"ладьо","слушаш"
"ладно","ага",0.635721808797274,"лално","лга"
"ладно","ћадно",0.595684692313015,"яадно","ћаднд"
"ладно","послушай",0.587831071542483,"ладжо","поилушай"
"ладно","орошо",0.545073269289611,"лждно","оршшо"
"дома","трейлера",0.392983977838288,"дода","трейлеуа"
"дома","ресторана",0.386859786771167,"ьома","рестояана"
"дома","поместье",0.379915879113538,"дожа","помеутье"
"дома","телефона",0.379518377534912,"дока","телпфона"
"дома","гараже",0.37003611497821,"дооа","гатаже"
"помочь","помогать",0.662918881761347,"йомочь","побогать"
"помочь","помог",0.626322891661825,"поможь","помкг"
"помочь","поможешь",0.622425647325043,"помсчь","поможёшь"
"помочь","помогаешь",0.566230004099443,"шомочь","помогуешь"
"помочь","навредить",0.518017777792387,"пбмочь","навредить"
"поговорить","переговорить",0.77382803699732,"поговорить","переговорить"
"поговорить","побеседовать",0.738430403560464,"поговопить","побегедовать"
"поговорить","пообщаться",0.701132514448304,"поговоритщ","пообщанься"
"поговорить","поговори",0.689406974723831,"погоѕорить","поговыри"
"поговорить","поболтать",0.669575335866212,"поговоритн","поболтзть"
"слушай","послушай",0.914694144403009,"слбшай","послушой"
"слушай","ладно",0.645955686965312,"слушай","ладро"
"слушай","поверь",0.5905743091972,"сльшай","повень"
"слушай","ага",0.561165123929188,"слушэй","агд"
"слушай","мам",0.550912711825645,"сыушай","пам"
"сэр","милорд",0.557903510259178,"слр","милорм"
"сэр","сир",0.527312072014745,"сгр","сип"
"сэр","капитан",0.518752018519148,"дэр","кмпитан"
"сэр","коммандер",0.456711999588434,"лэр","коммайдер"
"сэр","сударыня",0.452019511325151,"сэх","срдарыня"
"точно","наверняка",0.587810956000929,"точжо","навернхка"
"точно","определенно",0.567122814587974,"точго","опредеженно"
"точно","определённо",0.5408303256277,"тдчно","определённы"
"точно","однозначно",0.476367060960822,"тдчно","однозначно"
"точно","точность",0.447675179167298,"точбо","точностя"
"давай","ƒавай",0.675362472400016,"даваh","ƒаван"
"давай","ладно",0.532563008217395,"давай","ладло"
"давай","хватай",0.492048253907699,"даваё","хбатай"
"давай","расслабься",0.484787373063845,"дeвай","расслабрся"
"давай","залезай",0.478187230010609,"ћавай","залазай"
