"cue","target","cosine","fake_cue","fake_target"
"teraz","momentálne",0.522904229549973,"tersz","moaentálne"
"teraz","stále",0.421856485972503,"tekaz","stúle"
"teraz","beztak",0.416814275090652,"terat","beztaé"
"teraz","vtedy",0.406920868343484,"ceraz","vtddy"
"teraz","hardison",0.389389741683076,"teryz","eardison"
"veľmi","velmi",0.640751933713255,"weľmi","velmj"
"veľmi","strašne",0.609278450251108,"vejmi","žtrašne"
"veľmi","nesmierne",0.593087601375951,"veľmi","neňmierne"
"veľmi","dosť",0.570614642696475,"veľui","žosť"
"veľmi","priveľmi",0.565470345255105,"vbľmi","primeľmi"
"mal","mala",0.725247492172364,"môl","mald"
"mal","dal",0.400285067079042,"val","dar"
"mal","mas",0.359791195366333,"maň","mae"
"mal","musiť",0.34789818777817,"maq","museť"
"mal","mat",0.332314507913791,"mav","maí"
"mňa","steva",0.359386228269769,"mia","dteva"
"mňa","hetta",0.326565246452765,"kňa","eetta"
"mňa","hnevať",0.319059858240051,"mya","hnmvať"
"mňa","blázna",0.317917795368463,"mňg","bpázna"
"mňa","krič",0.315507487967263,"mňj","krkč"
"dobre","skvele",0.571880378373431,"dobme","skvelč"
"dobre","skvelo",0.570233177408523,"doire","svvelo"
"dobre","zle",0.494873061683749,"jobre","zld"
"dobre","lepšie",0.480007723490699,"pobre","letšie"
"dobre","vynikajúco",0.453469779352632,"dobrľ","vyntkajúco"
"povedať","poveda",0.687055824534374,"povbdať","povema"
"povedať","povedat",0.648756785094492,"pohedať","povedaú"
"povedať","oznámiť",0.557637761356134,"povedať","oznýmiť"
"povedať","vysvetliť",0.546160479297969,"poveduť","vysvmtliť"
"povedať","hovoriť",0.519685758798401,"áovedať","hovoliť"
"ísť","isť",0.690460753353714,"jsť","usť"
"ísť","íst",0.636783419617313,"ísy","šst"
"ísť","zájsť",0.613225510714823,"ísť","zsjsť"
"ísť","nejsť",0.569620831561259,"zsť","vejsť"
"ísť","ist",0.557939299380364,"íbť","úst"
"hej","nuž",0.607771831217038,"htj","ntž"
"hej","ahoj",0.554210441976939,"hzj","ahoš"
"hej","klídek",0.548176160354456,"oej","klídek"
"hej","whoa",0.526013613129121,"hpj","whoľ"
"hej","aha",0.525337430516908,"heu","aga"
"možno","môžno",0.67471057129766,"mbžno","môžto"
"možno","hádam",0.606884370420342,"možuo","hádam"
"možno","nuž",0.519609573831785,"mohno","quž"
"možno","mozno",0.50347706313558,"mogno","mezno"
"možno","tipujem",0.422282973750611,"moono","ýipujem"
"nikdy","nikde",0.449386544724595,"nikdh","nykde"
"nikdy","niky",0.437333160198271,"nikdé","nkky"
"nikdy","nik",0.428573170680411,"ňikdy","nok"
"nikdy","nikam",0.412469762399566,"nindy","niktm"
"nikdy","neopusť",0.40043996243991,"nikdč","nmopusť"
"stále","neustále",0.626310194460418,"stjle","heustále"
"stále","naďalej",0.533400115274498,"stáee","naďaéej"
"stále","vždy",0.488113355850362,"sthle","vždú"
"stále","furt",0.435132054163828,"stálh","ňurt"
"stále","teraz",0.421856485972503,"stáae","tefaz"
"trochu","trocha",0.843708549861146,"vrochu","trolha"
"trochu","troška",0.714084839759977,"tyochu","trčška"
"trochu","troska",0.480536876191204,"trochr","tfoska"
"trochu","mierne",0.418028338701308,"trlchu","hierne"
"trochu","dosť",0.410400609030236,"tráchu","oosť"
"mala","mal",0.725247492172364,"rala","mďl"
"mala","hala",0.431393179867089,"maea","rala"
"mala","žila",0.388658048824114,"malp","žilu"
"mala","používala",0.383062860617027,"mafa","používála"
"mala","mila",0.38166311484636,"môla","miua"
"robiť","robit",0.657293620712831,"robie","robim"
"robiť","urobiť",0.651246542991335,"ribiť","urobkť"
"robiť","spraviť",0.601067983466673,"tobiť","sgraviť"
"robiť","robis",0.493021754765704,"uobiť","robés"
"robiť","prikazovať",0.480114831285437,"robmť","prikazovjť"
"vedieť","dozvedieť",0.638383956458604,"vegieť","dozkedieť"
"vedieť","poznať",0.53821387179179,"vediež","poznaf"
"vedieť","zistiť",0.508664861494659,"vedieť","zisľiť"
"vedieť","povedať",0.493063872358408,"vsdieť","phvedať"
"vedieť","tušiť",0.491212398430507,"vjdieť","tušuť"
"urobiť","spraviť",0.868289493220246,"uroéiť","sppaviť"
"urobiť","urobit",0.678329749773583,"urobiň","urobžt"
"urobiť","urobť",0.673228387777609,"urobýť","urozť"
"urobiť","robiť",0.651246542991335,"urosiť","robáť"
"urobiť","spravit",0.564345403377092,"urodiť","sťravit"
"vždy","zakaždým",0.512875829393036,"vždč","zakaxdým"
"vždy","stále",0.488113355850362,"mždy","stálj"
"vždy","odjakživa",0.465259126569004,"vždm","odjakžiga"
"vždy","zvyčajne",0.439914791089678,"oždy","zcyčajne"
"vždy","neustále",0.408933747913676,"vždg","neugtále"
"dosť","dost",0.573337828483697,"dosq","uost"
"dosť","veľmi",0.570614642696475,"dooť","vyľmi"
"dosť","dostatočne",0.556696395447758,"posť","dostatoční"
"dosť","dos",0.528886603978361,"dorť","dcs"
"dosť","príliš",0.522152601760506,"žosť","prílil"
"čas","cas",0.570060495244869,"čaš","cis"
"čas","priestor",0.382851055372468,"čks","priestoš"
"čas","načas",0.381404756375828,"čps","načcs"
"čas","načase",0.367539354196108,"čan","aačase"
"čas","príležitosť",0.358610048260435,"éas","príležitgsť"
"rád","milujem",0.43925665450025,"ryd","milujeh"
"rád","rad",0.415073388554268,"ráb","rad"
"rád","zbožňujem",0.405079171543999,"ríd","zbožňajem"
"rád","potešený",0.37980868466653,"rad","pothšený"
"rád","šťastný",0.379488237830331,"gád","zťastný"
"domov","naspäť",0.443528819215592,"domťv","naspdť"
"domov","nazad",0.419445991261731,"homov","yazad"
"domov","osprchovať",0.414678191367579,"domoa","osprchovbť"
"domov","spät",0.392291735638442,"doťov","sput"
"domov","taxík",0.390582003644332,"domoy","waxík"
