"word_id","first","original_pair","second","syll","original_freq","replacement_pair","replacement_syll","replacement_freq","freq_diff","char_diff","letter_diff","original_word","replacement_word"
939,"first_blank","first_blank-abai","abai",2,8,"first_blank-aris","aris",8,0,0,1,"abaixo","arisxo"
210,"tely","tely-last_blank","last_blank",4,1,"fríos-last_blank","fríos",1,0,1,1,"absolutely","absolufríos"
521,"first_blank","first_blank-ac","ac",6,137,"first_blank-hollywo","hollywo",4,133,5,1,"accidentalmente","hollywocidentalmente"
742,"first_blank","first_blank-ache","ache",3,58,"first_blank-tran","tran",57,1,0,1,"achegada","trangada"
763,"ti","ti-var","var",3,7,"ti-tuín","tuín",6,1,1,1,"activar","actituín"
18,"ac","ac-ti","ti",3,32,"subs-ti","subs",31,1,2,1,"active","substive"
719,"first_blank","first_blank-ades","ades",3,27,"first_blank-bran","bran",27,0,0,1,"adestrador","brantrador"
464,"ción","ción-last_blank","last_blank",5,808,"trañar-last_blank","trañar",3,805,2,1,"administración","administratrañar"
60,"mi","mi-re","re",3,5,"ocór-re","ocór",5,0,2,1,"admire","adocórre"
222,"mit","mit-last_blank","last_blank",2,1,"dré-last_blank","dré",1,0,0,1,"admit","addré"
693,"ad","ad-n","n",1,1,"eí-n","eí",1,0,0,1,"adn","eín"
682,"adul","adul-to","to",2,1,"avói-to","avói",1,0,0,1,"adulto","avóito"
635,"first_blank","first_blank-afo","afo",2,28,"first_blank-sig","sig",28,0,0,1,"afogar","siggar"
49,"first_blank","first_blank-áfri","áfri",2,1,"first_blank-noir","noir",1,0,0,1,"áfrica","noirca"
165,"agar","agar-rar","rar",2,4,"agar-dán","dán",6,2,0,1,"agarrar","agardán"
540,"ago","ago-ra","ra",2,1,"tai-ra","tai",1,0,0,1,"agora","taira"
564,"agra","agra-da","da",3,9,"inun-da","inun",9,0,0,1,"agradable","inundable"
471,"agra","agra-de","de",4,50,"orquí-de","orquí",1,49,1,1,"agradecido","orquídecido"
988,"first_blank","first_blank-agul","agul",2,2,"first_blank-igre","igre",2,0,0,1,"agulla","igrela"
671,"first_blank","first_blank-ai","ai",1,25,"first_blank-fl","fl",25,0,0,1,"air","flr"
