"word_id","first","original_pair","second","syll","original_freq","replacement_pair","replacement_syll","replacement_freq","freq_diff","char_diff","letter_diff","original_word","replacement_word"
623,"ja","ja-last_blank","last_blank",6,1564,"ja-cquart","cquart",1,1563,4,3,"administracija","administracijacquart"
405,"first_blank","first_blank-afri","afri",2,15,"first_blank-arab","arab",15,0,0,1,"afrika","arabka"
3,"first_blank","first_blank-ag","ag",1,10,"first_blank-uh","uh",10,0,0,1,"agent","uhent"
4,"ai","ai-ds","ds",1,1,"ai-bi","bi",1,0,0,1,"aids","aibi"
430,"tiv","tiv-na","na",3,20,"plje-na","plje",15,5,1,1,"aktivna","akpljena"
32,"tov","tov-ka","ka",3,1,"darh-ka","darh",1,0,1,1,"aktovka","akdarhka"
660,"bum","bum-last_blank","last_blank",2,1,"cvo-last_blank","cvo",1,0,0,1,"album","alcvo"
6,"hol","hol-last_blank","last_blank",3,2,"šlji-last_blank","šlji",2,0,1,1,"alkohol","alkošlji"
387,"first_blank","first_blank-ama","ama",2,33,"first_blank-men","men",33,0,0,1,"amater","menter"
12,"lan","lan-ce","ce",4,7,"strel-ce","strel",3,4,2,1,"ambulance","ambustrelce"
951,"li","li-tik","tik",3,3,"li-kšne","kšne",3,0,1,1,"analitik","analikšne"
992,"first_blank","first_blank-anar","anar",3,6,"first_blank-ostu","ostu",6,0,0,1,"anarhija","ostuhija"
967,"first_blank","first_blank-ana","ana",4,54,"first_blank-ustre","ustre",52,2,2,1,"anatomija","ustretomija"
13,"gel","gel-last_blank","last_blank",2,44,"van-last_blank","van",44,0,0,1,"angel","anvan"
690,"ger","ger-last_blank","last_blank",2,60,"žil-last_blank","žil",60,0,0,1,"anger","anžil"
325,"gle","gle-šči","šči",4,4,"gle-žnjev","žnjev",1,3,2,1,"angleščina","angležnjevna"
14,"first_blank","first_blank-ano","ano",3,17,"first_blank-skrb","skrb",17,0,1,1,"anonimno","skrbnimno"
15,"do","do-te","te",4,2,"bljaj-te","bljaj",2,0,3,1,"antidote","antibljajte"
745,"first_blank","first_blank-ap","ap",1,17,"first_blank-my","my",17,0,0,1,"apple","myple"
975,"are","are-na","na",2,1,"dni-na","dni",1,0,0,1,"arena","dnina"
989,"se","se-nal","nal",3,1,"se-stvo","stvo",1,0,1,1,"arsenal","arsestvo"
18,"fakt","fakt-last_blank","last_blank",3,1,"sleč-last_blank","sleč",1,0,0,1,"artefakt","artesleč"
725,"rin","rin-last_blank","last_blank",2,28,"vel-last_blank","vel",28,0,0,1,"aspirin","aspivel"
859,"first_blank","first_blank-as","as",1,40,"first_blank-sk","sk",40,0,0,1,"ass","sks"
675,"navt","navt-last_blank","last_blank",2,2,"šanj-last_blank","šanj",2,0,0,1,"astronavt","astrošanj"
895,"first_blank","first_blank-atom","atom",2,6,"first_blank-abra","abra",6,0,0,1,"atomsko","abrasko"
22,"au","au-top","top",4,1,"au-schwi","schwi",2,1,2,1,"autopsion","auschwision"
502,"nue","nue-last_blank","last_blank",2,1,"sak-last_blank","sak",1,0,0,1,"avenue","avesak"
21,"to","to-gram","gram",3,1,"to-šnja","šnja",1,0,0,1,"avtogram","avtošnja"
20,"tor","tor-last_blank","last_blank",2,92,"vil-last_blank","vil",92,0,0,1,"avtor","avvil"
366,"ba","ba-by","by",2,2,"ba-nec","nec",2,0,1,1,"baby","banec"
697,"first_blank","first_blank-bad","bad",2,2,"first_blank-vrč","vrč",2,0,0,1,"badge","vrčge"
23,"na","na-na","na",3,16,"plje-na","plje",15,1,2,1,"banana","bapljena"
25,"štvo","štvo-last_blank","last_blank",3,39,"telj-last_blank","telj",40,1,0,1,"bančništvo","bančnitelj"
24,"first_blank","first_blank-ban","ban",2,77,"first_blank-por","por",77,0,0,1,"banker","porker"
756,"ron","ron-last_blank","last_blank",2,21,"mal-last_blank","mal",21,0,0,1,"baron","bamal"
903,"ba","ba-se","se",2,6,"ba-var","var",5,1,1,1,"base","bavar"
242,"gu","gu-nec","nec",3,1,"gu-glal","glal",1,0,1,1,"begunec","beguglal"
322,"be","be-la","la",2,14,"be-zni","zni",14,0,1,1,"bela","bezni"
789,"vi","vi-ne","ne",5,25,"obramb-ne","obramb",3,22,4,1,"beljakovine","beljakoobrambne"
319,"be","be-se","se",3,29,"dvaj-se","dvaj",6,23,2,1,"beseda","dvajseda"
291,"se","se-di","di",4,24,"se-žnjev","žnjev",1,23,3,1,"besedilo","besežnjevlo"
575,"tonk","tonk-last_blank","last_blank",2,1,"kord-last_blank","kord",1,0,0,1,"betonk","bekord"
501,"bli","bli-ja","ja",3,1,"krav-ja","krav",1,0,1,1,"biblija","bikravja"
583,"bi","bi-g","g",1,1,"oo-g","oo",1,0,0,1,"big","oog"
498,"shop","shop-last_blank","last_blank",2,2,"sexa-last_blank","sexa",2,0,0,1,"bishop","bisexa"
696,"bla","bla-to","to",2,1,"hun-to","hun",1,0,0,1,"blato","hunto"
678,"bo","bo-dy","dy",2,4,"bo-rom","rom",4,0,1,1,"body","borom"
121,"bo","bo-g","g",1,1,"že-g","že",1,0,0,1,"bog","žeg"
54,"bo","bo-j","j",1,1,"rl-j","rl",1,0,0,1,"boj","rlj"
810,"lan","lan-last_blank","last_blank",2,30,"tik-last_blank","tik",30,0,0,1,"bolan","botik"
210,"first_blank","first_blank-bol","bol",2,65,"first_blank-per","per",65,0,0,1,"bolnik","pernik"
340,"šni","šni-ca","ca",4,7,"strel-ca","strel",3,4,2,1,"bolnišnica","bolnistrelca"
359,"first_blank","first_blank-bom","bom",2,40,"first_blank-zla","zla",39,1,0,1,"bomba","zlaba"
709,"bo","bo-nus","nus",2,1,"bo-gne","gne",1,0,0,1,"bonus","bogne"
779,"bo","bo-ot","ot",2,1,"bo-tih","tih",1,0,1,1,"boot","botih"
772,"wl","wl-last_blank","last_blank",2,2,"dum-last_blank","dum",2,0,1,1,"bowl","bodum"
46,"žič","žič-last_blank","last_blank",2,2,"dol-last_blank","dol",2,0,0,1,"božič","bodol"
914,"br","br-an","an",1,4,"br-zo","zo",4,0,0,1,"brand","brzod"
