"word_id","first","original_pair","second","syll","original_freq","replacement_pair","replacement_syll","replacement_freq","freq_diff","char_diff","letter_diff","original_word","replacement_word"
502,"first_blank","first_blank-аве","аве",3,1,"first_blank-стју","стју",1,0,1,1,"авенија","стјунија"
3,"аг","аг-ен","ен",1,1,"ов-ен","ов",1,0,0,1,"агент","овент"
441,"кат","кат-last_blank","last_blank",2,4,"пим-last_blank","пим",4,0,0,1,"адвокат","адвопим"
455,"first_blank","first_blank-ај","ај",3,5,"first_blank-скри","скри",5,0,2,1,"ајкула","скрикула"
430,"ван","ван-last_blank","last_blank",3,12,"стим-last_blank","стим",12,0,1,1,"активан","актистим"
32,"вац","вац-last_blank","last_blank",3,6,"стиш-last_blank","стиш",6,0,1,1,"актовац","актостиш"
660,"first_blank","first_blank-ал","ал",1,16,"first_blank-rj","rj",16,0,0,1,"албум","rjбум"
6,"хол","хол-last_blank","last_blank",2,1,"блу-last_blank","блу",1,0,0,1,"алкохол","алкоблу"
387,"first_blank","first_blank-ама","ама",3,1,"first_blank-утор","утор",1,0,1,1,"аматерски","утортерски"
93,"first_blank","first_blank-ам","ам",4,3,"first_blank-основ","основ",3,0,3,1,"амбасада","основбасада"
11,"дор","дор-last_blank","last_blank",4,1,"њства-last_blank","њства",1,0,2,1,"амбасадор","амбасањства"
951,"first_blank","first_blank-ана","ана",4,3,"first_blank-источ","источ",3,0,2,1,"аналитичар","источлитичар"
992,"first_blank","first_blank-ан","ан",4,18,"first_blank-озбиљ","озбиљ",5,13,3,1,"анархија","озбиљархија"
967,"first_blank","first_blank-ана","ана",4,3,"first_blank-источ","источ",3,0,2,1,"анатомија","источтомија"
454,"first_blank","first_blank-ан","ан",5,18,"first_blank-стрпље","стрпље",2,16,4,1,"ангажовање","стрпљегажовање"
13,"ђео","ђео-last_blank","last_blank",2,1,"тум-last_blank","тум",1,0,0,1,"анђео","антум"
14,"first_blank","first_blank-ано","ано",3,1,"first_blank-шмин","шмин",1,0,1,1,"анонимни","шминнимни"
640,"first_blank","first_blank-апсо","апсо",3,1,"first_blank-овла","овла",1,0,0,1,"апсолутно","овлалутно"
975,"first_blank","first_blank-аре","аре",2,1,"first_blank-обр","обр",1,0,0,1,"арена","обрна"
989,"се","се-нал","нал",3,1,"се-стра","стра",1,0,1,1,"арсенал","арсестра"
725,"рин","рин-last_blank","last_blank",2,1,"лар-last_blank","лар",1,0,0,1,"аспирин","аспилар"
675,"астро","астро-на","на",3,1,"основ-на","основ",1,0,0,1,"астронаут","основнаут"
895,"first_blank","first_blank-атом","атом",2,1,"first_blank-апсо","апсо",1,0,0,1,"атомски","апсоски"
19,"first_blank","first_blank-атрак","атрак",3,1,"first_blank-уства","уства",1,0,0,1,"атрактиван","уствативан"
