"word_id","first","original_pair","second","syll","original_freq","replacement_pair","replacement_syll","replacement_freq","freq_diff","char_diff","letter_diff","original_word","replacement_word"
949,"first_blank","first_blank-аген","аген",3,6,"first_blank-умре","умре",6,0,0,1,"агенција","умреција"
926,"first_blank","first_blank-ад","ад",6,4,"first_blank-вeрoвaт","вeрoвaт",1,3,5,1,"административни","вeрoвaтминистративни"
963,"лин","лин-last_blank","last_blank",4,2,"ством-last_blank","ством",2,0,2,1,"адреналин","адренаством"
60,"first_blank","first_blank-адре","адре",2,3,"first_blank-енер","енер",3,0,0,1,"адреса","енерса"
867,"дром","дром-last_blank","last_blank",2,1,"корд-last_blank","корд",1,0,0,1,"аеродром","аерокорд"
528,"first_blank","first_blank-ак","ак",5,11,"first_blank-стрпље","стрпље",2,9,4,1,"активирати","стрпљетивирати"
5,"ност","ност-last_blank","last_blank",3,24,"ство-last_blank","ство",23,1,0,1,"активност","активство"
110,"нат","нат-last_blank","last_blank",3,5,"квог-last_blank","квог",5,0,1,1,"акценат","акцеквог"
924,"first_blank","first_blank-аларм","аларм",2,1,"first_blank-албер","албер",1,0,0,1,"алармни","алберни"
445,"first_blank","first_blank-али","али",2,3,"first_blank-фра","фра",3,0,0,1,"алиби","фраби"
58,"first_blank","first_blank-ал","ал",1,16,"first_blank-ah","ah",16,0,0,1,"алфа","ahфа"
28,"first_blank","first_blank-аме","аме",3,16,"first_blank-отво","отво",16,0,1,1,"америка","отворика"
507,"first_blank","first_blank-ана","ана",3,3,"first_blank-брен","брен",3,0,1,1,"анализа","бренлиза"
807,"first_blank","first_blank-апсур","апсур",2,1,"first_blank-албер","албер",1,0,0,1,"апсурдан","албердан"
484,"first_blank","first_blank-аро","аро",4,1,"first_blank-зajeд","зajeд",1,0,2,1,"ароганција","зajeдганција"
78,"first_blank","first_blank-ар","ар",4,10,"first_blank-озбиљ","озбиљ",5,5,3,1,"артерија","озбиљтерија"
343,"first_blank","first_blank-ар","ар",5,10,"first_blank-нeкoли","нeкoли",1,9,4,1,"артиљерија","нeкoлитиљерија"
255,"first_blank","first_blank-ар","ар",4,10,"first_blank-озбиљ","озбиљ",5,5,3,1,"архитекта","озбиљхитекта"
584,"first_blank","first_blank-атен","атен",3,1,"first_blank-озби","озби",1,0,0,1,"атентатор","озбитатор"
566,"тик","тик-last_blank","last_blank",2,1,"јор-last_blank","јор",1,0,0,1,"атлантик","атланјор"
187,"first_blank","first_blank-ат","ат",4,2,"first_blank-опкла","опкла",2,0,3,1,"атмосфера","опкламосфера"
94,"бус","бус-last_blank","last_blank",3,1,"срет-last_blank","срет",1,0,1,1,"аутобус","аутосрет"
93,"бил","бил-last_blank","last_blank",4,1,"сперт-last_blank","сперт",1,0,2,1,"аутомобил","аутомосперт"
695,"пут","пут-last_blank","last_blank",3,5,"штај-last_blank","штај",5,0,1,1,"аутопут","аутоштај"
138,"ба","ба-ка","ка",2,1,"ите-ка","ите",1,0,1,1,"бака","итека"
316,"ба","ба-ра","ра",2,3,"спо-ра","спо",2,1,1,1,"бара","спора"
689,"љон","љон-last_blank","last_blank",3,1,"рпер-last_blank","рпер",1,0,1,1,"батаљон","батарпер"
847,"first_blank","first_blank-бат","бат",2,1,"first_blank-шва","шва",1,0,0,1,"батман","шваман"
780,"бе","бе-збе","збе",3,1,"бе-рлин","рлин",1,0,1,1,"безбедан","берлиндан"
781,"ност","ност-last_blank","last_blank",3,24,"ство-last_blank","ство",23,1,0,1,"безбедност","безбедство"
41,"first_blank","first_blank-без","без",3,1,"first_blank-екра","екра",1,0,1,1,"безвредан","екравредан"
820,"first_blank","first_blank-беј","беј",2,3,"first_blank-опи","опи",3,0,0,1,"бејзбол","опизбол"
799,"плат","плат-но","но",3,1,"стич-но","стич",1,0,0,1,"бесплатно","бесстично"
397,"јес","јес-last_blank","last_blank",2,1,"мог-last_blank","мог",1,0,0,1,"бијес","бимог"
955,"first_blank","first_blank-био","био",4,2,"first_blank-опкла","опкла",2,0,2,1,"биологија","опклалогија"
956,"first_blank","first_blank-био","био",3,2,"first_blank-глад","глад",2,0,1,1,"биолошки","гладлошки"
720,"first_blank","first_blank-бит","бит",2,5,"first_blank-ску","ску",5,0,0,1,"битка","скука"
241,"first_blank","first_blank-бје","бје",3,1,"first_blank-шпан","шпан",1,0,1,1,"бјегунац","шпангунац"
549,"first_blank","first_blank-бли","бли",2,7,"first_blank-опе","опе",7,0,0,1,"близу","опезу"
785,"гат","гат-last_blank","last_blank",2,1,"кић-last_blank","кић",1,0,0,1,"богат","бокић"
48,"ство","ство-last_blank","last_blank",3,23,"ност-last_blank","ност",24,1,0,1,"богатство","богатност"
51,"жан","жан-ски","ски",3,1,"вјет-ски","вјет",1,0,1,1,"божански","бовјетски"
964," се"," се-last_blank","last_blank",4,1,"зврат-last_blank","зврат",1,0,2,1,"бојати се","бојатизврат"
19,"first_blank","first_blank-бој","бој",4,1,"first_blank-истин","истин",1,0,2,1,"бојно поље","истинно поље"
563,"бо","бо-л","л",1,1,"ри-л","ри",1,0,0,1,"бол","рил"
123,"лест","лест-last_blank","last_blank",2,1,"рант-last_blank","рант",1,0,0,1,"болест","борант"
53,"стан","стан-last_blank","last_blank",3,5,"квих-last_blank","квих",5,0,0,1,"болестан","болеквих"
990,"рац","рац-last_blank","last_blank",2,7,"шеш-last_blank","шеш",7,0,0,1,"борац","бошеш"
57," се"," се-last_blank","last_blank",4,1,"тланд-last_blank","тланд",1,0,2,1,"борити се","борититланд"
71,"стон","стон-last_blank","last_blank",2,2,"клин-last_blank","клин",2,0,0,1,"бостон","боклин"
821,"бо","бо-ца","ца",2,1,"шти-ца","шти",1,0,1,1,"боца","штица"
346,"first_blank","first_blank-бра","бра",2,27,"first_blank-сто","сто",27,0,0,1,"брада","стода"
708,"ак","ак-last_blank","last_blank",1,8,"tl-last_blank","tl",8,0,0,1,"брак","брtl"
310,"first_blank","first_blank-бр","бр",1,29,"first_blank-iš","iš",29,0,0,1,"брат","išат"
235,"шно","шно-last_blank","last_blank",2,5,"пис-last_blank","пис",5,0,0,1,"брашно","брапис"
817,"first_blank","first_blank-бр","бр",1,29,"first_blank-фи","фи",29,0,0,1,"брз","физ"
718,"зи","зи-на","на",3,2,"срећ-на","срећ",2,0,2,1,"брзина","брсрећна"
609,"зо","зо-last_blank","last_blank",2,4,"нар-last_blank","нар",4,0,1,1,"брзо","брнар"
629,"од","од-last_blank","last_blank",1,3,"ив-last_blank","ив",3,0,0,1,"брод","брив"
97,"жан","жан-last_blank","last_blank",2,7,"чем-last_blank","чем",7,0,0,1,"важан","вачем"
683,"first_blank","first_blank-вак","вак",3,1,"first_blank-угле","угле",1,0,1,1,"вакцина","углецина"
234,"мпир","мпир-last_blank","last_blank",2,2,"дљив-last_blank","дљив",2,0,0,1,"вампир","вадљив"
499,"маљ","маљ-ски","ски",4,1,"спорт-ски","спорт",1,0,2,1,"ванземаљски","ванзеспортски"
972,"ва","ва-ни","ни",4,2,"огром-ни","огром",1,1,3,1,"ванилија","огромнилија"
658,"њски","њски-last_blank","last_blank",2,1,"шник-last_blank","шник",1,0,0,1,"вањски","вашник"
850,"first_blank","first_blank-ват","ват",2,1,"first_blank-сер","сер",1,0,0,1,"ватсон","серсон"
258,"first_blank","first_blank-ве","ве",1,106,"first_blank-vj","vj",106,0,0,1,"веб","vjб"
642,"жби","жби-last_blank","last_blank",2,2,"тез-last_blank","тез",2,0,0,1,"вежби","ветез"
523,"ли","ли-ки","ки",3,3,"френ-ки","френ",1,2,2,1,"велики","вефренки"
759,"шан","шан-last_blank","last_blank",5,6,"мплекс-last_blank","мплекс",1,5,3,1,"великодушан","великодумплекс"
