"word_id","first","original_pair","second","syll","original_freq","replacement_pair","replacement_syll","replacement_freq","freq_diff","char_diff","letter_diff","original_word","replacement_word"
892,"first_blank","first_blank-a ","a ",1,1,"first_blank-qm","qm",1,0,0,1,"a fora","qmfora"
56,"first_blank","first_blank-a ","a ",1,1,"first_blank-væ","væ",1,0,0,1,"a vegades","vævegades"
441,"ab","ab-el","el",1,14,"ab-us","us",14,0,0,1,"abella","abusla"
201,"ab","ab-so","so",1,30,"ab-ra","ra",30,0,0,1,"absolutament","abralutament"
533,"al","al-me","me",1,53,"al-lu","lu",52,1,0,1,"accidentalment","accidentallunt"
14,"pa","pa-ny","ny",1,43,"pa-ti","ti",42,1,0,1,"acompanyar","acompatiar"
19,"ti","ti-u","u",1,58,"ue-u","ue",62,4,0,1,"actiu","acueu"
845,"um","um-ul","ul",1,15,"ta-ul","ta",15,0,0,1,"acumular","actaular"
212,"ad","ad-me","me",1,25,"di-me","di",25,0,0,1,"admetre","dimetre"
477,"ad","ad-mi","mi",1,40,"ad-on","on",40,0,0,1,"administració","adonnistració"
974,"ad","ad-mi","mi",1,40,"ad-on","on",40,0,0,1,"admirar","adonrar"
26,"ad","ad-ol","ol",1,9,"pr-ol","pr",9,0,0,1,"adolescent","prolescent"
704,"ad","ad-ul","ul",1,14,"ad-et","et",14,0,0,1,"adult","adett"
634,"rt","rt-èn","èn",1,5,"rt-íc","íc",5,0,0,1,"advertència","advertíccia"
23,"ad","ad-vo","vo",1,3,"ad-le","le",3,0,0,1,"advocat","adlecat"
512,"al","al-ag","ag",1,8,"al-de","de",8,0,0,1,"afalagar","afaldear"
375,"af","af-ic","ic",1,9,"pi-ic","pi",9,0,0,1,"afició","piició"
790,"af","af-ic","ic",1,9,"òr-ic","òr",9,0,0,1,"aficionat","òricionat"
57,"first_blank","first_blank-àfri","àfri",2,1,"first_blank-loui","loui",1,0,0,1,"àfrica","louica"
284,"ag","ag-en","en",1,33,"mp-en","mp",33,0,0,1,"agent","mpent"
33,"ra","ra-id","id",1,5,"ra-go","go",5,0,0,1,"agraida","agragoa"
997,"ul","ul-la","la",1,29,"en-la","en",29,0,0,1,"agulla","agenla"
698,"ai","ai-re","re",1,36,"et-re","et",36,0,0,1,"aire","etre"
618,"'s","'s-last_blank","last_blank",1,1,"fm-last_blank","fm",1,0,0,1,"ajeure's","ajeurefm"
36,"ud","ud-ar","ar",1,16,"il-ar","il",16,0,0,1,"ajudar","ajilar"
37,"first_blank","first_blank-aj","aj",1,115,"first_blank-wi","wi",115,0,0,1,"ajut","wiut"
223,"aj","aj-ut","ut",1,2,"fr-ut","fr",2,0,0,1,"ajuts","fruts"
141,"first_blank","first_blank-àl","àl",1,8,"first_blank-ax","ax",8,0,0,1,"àlbum","axbum"
318,"ho","ho-l","l",1,2,"mb-l","mb",2,0,0,1,"alcohol","alcombl"
40,"al","al-er","er",1,21,"ch-er","ch",21,0,0,1,"alerta","cherta"
185,"first_blank","first_blank-àl","àl",1,8,"first_blank-by","by",8,0,0,1,"àliar","byiar"
616,"al","al-im","im",1,29,"al-ar","ar",29,0,0,1,"alimentar","alarentar"
162,"first_blank","first_blank-al","al",1,676,"first_blank-ex","ex",670,6,0,1,"all","exl"
55,"am","am-an","an",1,35,"rr-an","rr",34,1,0,1,"amant","rrant"
631,"first_blank","first_blank-ambaixa","ambaixa",2,3,"first_blank-esbrina","esbrina",3,0,0,2,"ambaixada","esbrinada"
714,"first_blank","first_blank-ambaixa","ambaixa",2,3,"first_blank-encaixa","encaixa",3,0,0,1,"ambaixador","encaixador"
494,"bu","bu-là","là",1,2,"is-là","is",2,0,0,1,"ambulància","amislància"
541,"an","an-al","al",1,36,"ri-al","ri",36,0,0,1,"analista","rialista"
147,"an","an-ar","ar",1,26,"mb-ar","mb",26,0,0,1,"anarquia","mbarquia"
802,"an","an-at","at",1,16,"an-to","to",16,0,0,1,"anatomia","antoomia"
659,"first_blank","first_blank-àn","àn",1,20,"first_blank-gh","gh",20,0,0,1,"àncora","ghcora"
137,"te","te-at","at",1,9,"is-at","is",9,0,0,1,"anfiteatre","anfiisatre"
287,"àn","àn-ge","ge",1,3,"àn-du","du",3,0,0,1,"àngel","àndul"
449,"gl","gl-ès","ès",1,3,"gl-at","at",3,0,0,1,"anglès","anglat"
506,"first_blank","first_blank-àn","àn",1,20,"first_blank-tò","tò",20,0,0,1,"ànima","tòima"
67,"er","er-sa","sa",1,22,"er-ie","ie",22,0,0,1,"aniversari","aniverieri"
923,"anomena","anomena-da","da",2,1,"riapara-da","riapara",1,0,0,4,"anomenada","riaparada"
275,"òn","òn-im","im",1,5,"ud-im","ud",5,0,0,1,"anònim","anudim"
967,"tí","tí-do","do",1,1,"cu-do","cu",1,0,0,1,"antídot","ancudot"
266,"it","it-ós","ós",1,4,"it-ir","ir",4,0,0,1,"apetitós","apetitir"
348,"nd","nd-re","re",1,74,"mp-re","mp",74,0,0,1,"aprendre","aprempre"
585,"ro","ro-p","p",1,6,"ti-p","ti",4,2,0,1,"aprop","aptip"
