"word_id","first","original_pair","second","syll","original_freq","replacement_pair","replacement_syll","replacement_freq","freq_diff","char_diff","letter_diff","original_word","replacement_word"
92,"n ","n -ll","ll",1,1,"ïa-ll","ïa",1,0,0,1,"a algún lloc","a algúïalloc"
87,"first_blank","first_blank-a ","a ",1,1,"first_blank-éb","éb",1,0,0,1,"a sobre de","ébsobre de"
856,"do","do-na","na",1,64,"ma-na","ma",64,0,0,1,"abandonar","abanmanar"
994,"ab","ab-do","do",1,3,"ab-be","be",3,0,0,1,"abdominal","abbeminal"
465,"abraça","abraça-da","da",2,1,"empara-da","empara",1,0,0,2,"abraçada","emparada"
377,"ab","ab-sè","sè",1,1,"ab-ig","ig",1,0,0,1,"absència","abigncia"
809,"ab","ab-su","su",1,6,"ab-li","li",6,0,0,1,"absurd","ablird"
94,"ab","ab-ar","ar",1,16,"il-ar","il",16,0,0,1,"acabar","acilar"
898,"ac","ac-ce","ce",1,86,"ac-on","on",88,2,0,1,"accent","aconnt"
686,"pt","pt-ar","ar",1,18,"ed-ar","ed",18,0,0,1,"acceptar","acceedar"
519,"ci","ci-de","de",1,34,"sa-de","sa",32,2,0,1,"accident","acsadent"
575,"ac","ac-er","er",1,5,"dg-er","dg",5,0,0,1,"acer","dger"
133,"ac","ac-í","í",1,3,"rt-í","rt",3,0,0,1,"ací","rtí"
820,"pa","pa-ny","ny",1,43,"pa-ti","ti",42,1,0,1,"acompanyar","acompatiar"
806,"se","se-ll","ll",1,54,"ca-ll","ca",56,2,0,1,"aconsellar","aconcallar"
212,"te","te-ix","ix",1,100,"te-rr","rr",100,0,0,1,"aconteixement","aconterrement"
478,"ac","ac-or","or",1,41,"fl-or","fl",41,0,0,1,"acord","flord"
871,"first_blank","first_blank-acostar","acostar",2,1,"first_blank-agosara","agosara",1,0,0,1,"acostar-se","agosarase"
430,"vi","vi-ta","ta",1,36,"os-ta","os",37,1,0,1,"activitat","actiostat"
20,"ac","ac-to","to",1,16,"ac-um","um",16,0,0,1,"actor","acumr"
905,"za","za-ci","ci",1,27,"za-nt","nt",27,0,0,1,"actualització","actualitzantó"
59,"us","us-ac","ac",1,2,"cl-ac","cl",2,0,0,1,"acusació","acclació"
441,"first_blank","first_blank-acusa","acusa",2,4,"first_blank-canta","canta",4,0,0,1,"acusador","cantador"
948,"dc","dc-io","io",1,1,"pe-io","pe",1,0,0,1,"addcional","adpeional"
953,"ra","ra-ti","ti",1,28,"ra-nc","nc",28,0,0,1,"administratiu","administrancu"
961,"ad","ad-ol","ol",1,9,"ad-an","an",9,0,0,1,"adolescent","adanescent"
409,"ad","ad-re","re",1,27,"ti-re","ti",27,0,0,1,"adreça","tireça"
793,"re","re-na","na",1,31,"re-fo","fo",31,0,0,1,"adrenalina","adrefolina"
720,"first_blank","first_blank-ae","ae",1,43,"first_blank-kr","kr",43,0,0,1,"aeroport","krroport"
109,"ag","ag-èn","èn",1,2,"lv-èn","lv",2,0,0,1,"agència","lvència"
55,"da","da-bl","bl",1,7,"no-bl","no",7,0,0,1,"agradable","agranoble"
749,"ra","ra-ïm","ïm",1,4,"ra-vé","vé",4,0,0,1,"agraïment","agravéent"
124,"ïr","ïr-last_blank","last_blank",1,5,"yà-last_blank","yà",5,0,0,1,"agraïr","agrayà"
676,"ah","ah-ir","ir",1,4,"rg-ir","rg",4,0,0,1,"ahir","rgir"
379,"first_blank","first_blank-aj","aj",1,115,"first_blank-wi","wi",115,0,0,1,"ajudant","wiudant"
132,"first_blank","first_blank-aj","aj",1,115,"first_blank-wi","wi",115,0,0,1,"ajudar","wiudar"
681,"aj","aj-ut","ut",1,2,"rc-ut","rc",2,0,0,1,"ajut","rcut"
860,"a ","a -fi","fi",1,1,"ul-fi","ul",1,0,0,1,"al cap i a la fi","al cap i a lulfi"
254,"al","al- v"," v",1,1,"al-ki","ki",1,0,0,1,"al voltant","alkioltant"
821,"al","al-ar","ar",1,29,"ig-ar","ig",29,0,0,1,"alarma","igarma"
834,"al","al-ba","ba",1,7,"al-fi","fi",7,0,0,1,"alba","alfi"
563,"ld","ld-e","e",1,7,"ov-e","ov",7,0,0,1,"alcalde","alcaove"
549,"eg","eg-ri","ri",1,6,"vi-ri","vi",6,0,0,1,"alegria","alviria"
31,"al","al-fa","fa",1,12,"al-or","or",12,0,0,1,"alfa","alor"
188,"osa","osa-last_blank","last_blank",2,1,"rin-last_blank","rin",1,0,0,1,"alguna cosa","alguna crin"
818,"first_blank","first_blank-àl","àl",1,8,"first_blank-by","by",8,0,0,1,"àlibi","byibi"
142,"al","al-·l","·l",1,1,"al-ah","ah",1,0,0,1,"al·lucinació","alahucinació"
158,"al","al-t","t",1,7,"ie-t","ie",7,0,0,1,"alt","iet"
199,"al","al-ti","ti",1,7,"fo-ti","fo",7,0,0,1,"altitud","fotitud"
642,"al","al-tu","tu",1,3,"al-ly","ly",3,0,0,1,"altura","allyra"
771,"am","am-ab","ab",1,9,"ns-ab","ns",9,0,0,1,"amable","nsable"
69,"ag","ag-ar","ar",1,22,"ob-ar","ob",22,0,0,1,"amagar","amobar"
277,"an","an-id","id",1,2,"an-èm","èm",2,0,0,1,"amanida","amanèma"
774,"am","am-an","an",1,35,"rr-an","rr",34,1,0,1,"amant","rrant"
276,"fr","fr-eq","eq",1,12,"fr-au","au",12,0,0,1,"amb freqüència","amb frauüència"
405,"first_blank","first_blank-amèri","amèri",2,1,"first_blank-magra","magra",1,0,0,1,"amèrica","magraca"
362,"am","am-ic","ic",1,15,"am-bi","bi",15,0,0,1,"amic","ambi"
662,"ic","ic-ab","ab",1,1,"ah-ab","ah",1,0,0,1,"amicablement","amahablement"
592,"am","am-is","is",1,9,"kr-is","kr",9,0,0,1,"amistat","kristat"
355,"am","am-or","or",1,21,"tj-or","tj",21,0,0,1,"amor","tjor"
664,"am","am-pl","pl",1,21,"am-or","or",21,0,0,1,"ample","amore"
444,"am","am-po","po",1,9,"am-is","is",9,0,0,1,"ampolla","amislla"
22,"is","is-i","i",1,8,"ul-i","ul",8,0,0,1,"anàlisi","anàluli"
890,"first_blank","first_blank-àn","àn",1,20,"first_blank-yu","yu",20,0,0,1,"ànec","yuec"
27,"im","im-al","al",1,9,"ng-al","ng",9,0,0,1,"animal","anngal"
663,"an","an-iv","iv",1,6,"an-xa","xa",6,0,0,1,"aniversari","anxaersari"
410,"ci","ci-pa","pa",1,17,"ci-li","li",17,0,0,1,"anticipat","anticilit"
