"word_id","first","original_pair","second","syll","original_freq","replacement_pair","replacement_syll","replacement_freq","freq_diff","char_diff","letter_diff","original_word","replacement_word"
814,"рд","рд-ни","ни",1,1,"ах-ни","ах",1,0,0,1,"абсурдний","абсуахний"
331,"ар","ар-ія","ія",1,1,"ар-би","би",1,0,0,1,"аварія","аварби"
674,"бу","бу-с","с",1,2,"ка-с","ка",2,0,0,1,"автобус","автокас"
931,"first_blank","first_blank-аг","аг",1,56,"first_blank-кб","кб",56,0,0,1,"агентство","кбентство"
357,"first_blank","first_blank-ад","ад",1,89,"first_blank-оф","оф",89,0,0,1,"адміністративний","офміністративний"
165,"ре","ре-на","на",1,19,"то-на","то",19,0,0,1,"адреналін","адтоналін"
967,"first_blank","first_blank-ад","ад",1,89,"first_blank-шу","шу",89,0,0,1,"адреса","шуреса"
879,"first_blank","first_blank-ае","ае",1,7,"first_blank-жщ","жщ",7,0,0,1,"аеропорт","жщропорт"
249,"ак","ак-т","т",1,5,"чё-т","чё",5,0,0,1,"акт","чёт"
896,"first_blank","first_blank-ак","ак",1,122,"first_blank-яз","яз",122,0,0,1,"активувати","язтивувати"
3,"first_blank","first_blank-ак","ак",1,122,"first_blank-ум","ум",122,0,0,1,"актор","умтор"
160,"ак","ак-це","це",1,4,"ак-ку","ку",4,0,0,1,"акцент","аккунт"
424,"ал","ал-ея","ея",1,1,"ал-аш","аш",1,0,0,1,"алея","алаш"
497,"іб","іб-і","і",1,1,"уг-і","уг",1,0,0,1,"алібі","алугі"
63,"ьф","ьф-а","а",1,5,"ег-а","ег",5,0,0,1,"альфа","алега"
28,"ам","ам-ер","ер",1,47,"сп-ер","сп",47,0,0,1,"америка","сперика"
27,"ан","ан-ал","ал",1,23,"ан-ти","ти",23,0,0,1,"аналіз","антиіз"
648,"еш","еш-т","т",1,1,"aю-т","aю",1,0,0,1,"арешт","арaют"
429,"ар","ар-мі","мі",1,10,"ар-аг","аг",10,0,0,1,"армія","арагя"
83,"рі","рі-я","я",1,28,"тт-я","тт",28,0,0,1,"артерія","артеття"
339,"ар","ар-ти","ти",1,19,"ар-ов","ов",19,0,0,1,"артилерія","аровлерія"
325,"хі","хі-те","те",1,6,"ей-те","ей",6,0,0,1,"архітектор","арейтектор"
139,"first_blank","first_blank-ат","ат",1,72,"first_blank-ід","ід",72,0,0,1,"атакувати","ідакувати"
886,"first_blank","first_blank-ат","ат",1,72,"first_blank-вв","вв",72,0,0,1,"атлантичний","ввлантичний"
789,"сфера","сфера-last_blank","last_blank",2,1,"секла-last_blank","секла",1,0,0,1,"атмосфера","атмосекла"
521,"first_blank","first_blank-ау","ау",1,26,"first_blank-cт","cт",26,0,0,1,"аудиторія","cтдиторія"
198,"бу","бу-ся","ся",1,1,"бу-ту","ту",1,0,0,1,"бабуся","бабуту"
985,"ба","ба-во","во",1,2,"ри-во","ри",2,0,0,1,"бавовна","ривовна"
46,"ба","ба-га","га",1,43,"пу-га","пу",42,1,0,1,"багатий","пугатий"
798,"га","га-тс","тс",1,5,"га-єш","єш",5,0,0,1,"багатство","багаєштво"
29,"жа","жа-нн","нн",1,8,"жа-єт","єт",8,0,0,1,"бажання","бажаєтя"
373,"ба","ба-р","р",1,3,"кю-р","кю",3,0,0,1,"бар","кюр"
651,"та","та-ль","ль",1,40,"та-ти","ти",40,0,0,1,"батальйон","бататийон"
213,"ть","ть-ко","ко",1,6,"ат-ко","ат",6,0,0,1,"батько","баатко"
560,"ба","ба-че","че",1,19,"ни-че","ни",19,0,0,1,"бачення","ничення"
539,"альний","альний-last_blank","last_blank",4,2,"данное-last_blank","данное",2,0,0,1,"безвідповідальний","безвідповідданное"
40,"пека","пека-last_blank","last_blank",2,1,"рыва-last_blank","рыва",1,0,0,1,"безпека","безрыва"
781,"печний","печний-last_blank","last_blank",2,1,"важний-last_blank","важний",1,0,0,1,"безпечний","безважний"
722,"посередньо","посередньо-last_blank","last_blank",2,1,"пространял-last_blank","пространял",1,0,0,4,"безпосередньо","безпространял"
41,"силий","силий-last_blank","last_blank",2,1,"довий-last_blank","довий",1,0,0,1,"безсилий","бездовий"
832,"бо","бо-л","л",1,5,"се-л","се",5,0,0,1,"бейсбол","бейссел"
891,"кон","кон-last_blank","last_blank",2,1,"ней-last_blank","ней",1,0,0,1,"бекон","беней"
857,"тм","тм-ен","ен",1,5,"гр-ен","гр",5,0,0,1,"бетмен","бегрен"
121,"first_blank","first_blank-би","би",1,134,"first_blank-чо","чо",134,0,0,1,"битва","чотва"
