"url_lab","timestamp","uuid","url_special_code","keep","n_trials","correct.y","n_answered","start","end","study_length"
"2530",2022-10-26 10:51:55,"3bebe280-d62e-4083-a928-10c98a18ff89",NA,"keep",800,0.96125,799,2022-10-26 10:53:19,2022-10-26 11:10:11,16.8670833309491
"2530",2022-11-05 15:59:23,"d69a4ce7-933c-4019-a9fc-0fa7ccdfdc04",NA,"keep",800,0.93875,800,2022-11-05 16:00:52,2022-11-05 16:18:56,18.0641999999682
"2530",2022-11-02 19:43:30,"963cc3b3-0e81-4e38-abd2-d9a8c092e67c",NA,"keep",800,0.95,788,2022-11-02 19:45:33,2022-11-02 20:10:09,24.602066663901
"2530",2022-11-03 15:35:38,"e97f889f-accd-4506-af2c-fb5bc938247d",NA,"keep",800,0.91,792,2022-11-03 15:37:36,2022-11-03 15:58:50,21.2410166660945
"2530",2022-11-02 12:05:04,"fa704bce-c93c-40ce-b044-201188c1d962",NA,"keep",800,0.93625,787,2022-11-02 12:06:02,2022-11-02 12:30:02,23.9964166641235
"2530",2022-11-03 17:41:09,"d66e66a9-8890-4889-a62c-6eb59604659c",NA,"keep",800,0.97,800,2022-11-03 17:42:30,2022-11-03 17:58:45,16.2498666644096
"2530",2022-11-02 12:24:51,"81c1fdec-e57e-4263-b92d-9500a3fdfec6",NA,"keep",800,0.8175,790,2022-11-02 12:26:03,2022-11-02 12:51:16,25.2137666662534
"2530",2022-11-02 17:24:04,"471b833a-61c9-49b8-bd98-1d24bb3b30bd",NA,"keep",800,0.94625,800,2022-11-02 17:25:17,2022-11-02 17:42:15,16.9737833340963
"2530",2022-11-02 12:02:18,"1b3d7610-16c6-42c2-83d9-44db7bde53cc",NA,"keep",800,0.91125,772,2022-11-02 12:03:07,2022-11-02 12:20:52,17.742850001653
"2530",2022-11-04 12:02:41,"48b61c64-75a1-4043-a262-b16b806c7f47",NA,"keep",800,0.97125,799,2022-11-04 12:04:01,2022-11-04 12:21:00,16.9725166638692
"2530",2022-11-02 12:22:35,"3b1e68a3-f1b5-4706-b089-54fc90df9ca9",NA,"keep",800,0.93375,799,2022-11-02 12:24:26,2022-11-02 12:42:49,18.3817833304405
"2530",2022-11-02 12:01:20,"921c111a-da66-45cb-8590-9c7019631234",NA,"keep",800,0.92,800,2022-11-02 12:02:57,2022-11-02 12:18:44,15.787433330218
"2530",2022-11-02 12:11:49,"125771e2-bc95-4af5-a8be-057af9e2fba9",NA,"exclude",800,0.69875,603,2022-11-02 12:14:09,2022-11-02 12:44:57,30.8091166694959
"2530",2022-11-02 13:21:52,"5929a1b6-ee77-4427-8f1c-1748754368ea",NA,"keep",800,0.89875,798,2022-11-02 13:23:13,2022-11-02 13:40:33,17.3367999990781
"2530",2022-11-02 12:07:30,"273e2e8b-5bae-4384-9cdf-35959b74c0f4",NA,"keep",800,0.915,799,2022-11-02 12:09:30,2022-11-02 12:31:50,22.3318666656812
"2530",2022-11-03 18:15:34,"1b1b13ea-471a-47f3-9930-b9f0b5bb5123",NA,"keep",800,0.975,797,2022-11-03 18:16:55,2022-11-03 18:35:29,18.568816669782
"2530",2022-11-02 11:56:22,"dd6fb19b-443e-465e-aeda-828d801c2084",NA,"keep",800,0.94875,799,2022-11-02 11:58:09,2022-11-02 12:16:48,18.6644166668256
"2530",2022-11-02 20:13:50,"25e79208-47bd-4562-9ec6-e104138111bf",NA,"keep",517,0.854932301740812,492,2022-11-02 20:15:16,2022-11-02 20:30:30,15.2362333337466
"2530",2022-11-02 14:30:58,"5fde6696-00b9-4006-8130-42c891f3cbbd",NA,"keep",800,0.91125,798,2022-11-02 14:32:24,2022-11-02 14:48:16,15.8709999998411
"2530",2022-11-02 13:53:32,"fc7667d8-d77e-47d4-b3b9-53ee42b122a8",NA,"keep",800,0.92625,799,2022-11-02 13:55:25,2022-11-02 14:18:47,23.3821000019709
"2530",2022-11-02 17:47:08,"033d5920-50fe-4061-9c08-169baa3f6e15",NA,"keep",800,0.925,800,2022-11-02 17:48:49,2022-11-02 18:06:51,18.0404666701953
"2530",2022-11-02 11:37:21,"fc18f4ab-61d6-432d-bc3e-a4465b787e25",NA,"keep",800,0.92375,800,2022-11-02 11:39:21,2022-11-02 11:55:03,15.6933000008265
"2530",2022-11-04 13:46:54,"77707a72-18b9-4251-8a89-c2dbd6f55aa3",NA,"keep",688,0.938953488372093,665,2022-11-04 13:48:10,2022-11-05 14:56:45,1508.5935499986
"2530",2022-11-02 12:18:46,"75f300bf-2551-428c-9fa9-96924db4cdce",NA,"keep",800,0.955,796,2022-11-02 12:21:22,2022-11-02 12:41:52,20.4996666669846
"2530",2022-11-02 12:56:00,"cdb0d74b-3ccc-4226-8fbb-2d51b215a555",NA,"keep",800,0.93875,779,2022-11-02 12:57:42,2022-11-02 13:18:09,20.4506666660309
"2530",2022-11-02 15:30:45,"0464b3f9-c1f7-4e85-9abd-b5c538b68f36",NA,"keep",800,0.91625,791,2022-11-02 15:32:49,2022-11-02 15:55:37,22.7880499998728
"2530",2022-11-04 14:15:56,"2cb9f99c-6686-4013-9430-7b6c2c129b8c",NA,"keep",800,0.9725,799,2022-11-04 14:17:36,2022-11-04 14:34:44,17.1309166669846
"2530",2022-11-02 13:15:53,"812a8e3a-44d8-4775-811b-b94420fe5740",NA,"exclude",800,0.57,791,2022-11-02 13:17:00,2022-11-02 13:29:51,12.8569666663806
"2530",2022-11-02 19:12:36,"098a35f4-bc76-4ff8-95b3-47c9fa340d50",NA,"keep",800,0.95625,800,2022-11-02 19:13:25,2022-11-02 19:32:21,18.9216000000636
"2530",2022-11-02 12:01:25,"b2d3f90d-5a05-47e0-a537-f69093e923ff",NA,"keep",800,0.95875,800,2022-11-02 12:03:00,2022-11-02 12:20:48,17.8036833326022
"2530",2022-11-03 10:08:33,"d04e4087-f093-49f4-9758-a6bafb61352f",NA,"keep",800,0.965,798,2022-11-03 10:11:36,2022-11-03 10:29:46,18.1683499972026
"2530",2022-11-04 07:48:21,"c18ce6fc-663d-474d-bd10-0e12691ea1e6",NA,"keep",800,0.955,800,2022-11-04 07:49:48,2022-11-04 08:07:48,18.0027500033379
"2530",2022-11-02 12:18:33,"f6188891-8650-4f8c-a48a-71468283fde3",NA,"keep",800,0.94,797,2022-11-02 12:20:10,2022-11-02 12:38:01,17.8436666647593
"2530",2022-11-03 18:44:26,"ef44ad2c-080c-4a96-a081-f8a92f35a8bb",NA,"keep",800,0.90125,800,2022-11-03 18:45:43,2022-11-03 19:01:55,16.1975833336512
"2530",2022-11-02 16:34:14,"f0874ce7-2f25-4d35-9adc-f9a0e49f529e",NA,"keep",800,0.8925,795,2022-11-02 16:35:39,2022-11-02 16:55:38,19.9921000003815
"2530",2022-11-02 12:31:33,"2998d1a4-099b-4c73-8700-e0010ba75399",NA,"exclude",539,0.747680890538033,513,2022-11-02 12:33:15,2022-11-02 12:45:55,12.6682333310445
"2530",2022-11-02 12:31:42,"4394a36a-1040-4f5a-9c49-ac321b457e69",NA,"keep",800,0.8625,800,2022-11-02 12:32:59,2022-11-02 12:49:52,16.890600001812
"2530",2022-11-02 19:04:44,"4b94f5c2-be6e-43de-83ab-4fbac41e078a",NA,"keep",800,0.93625,798,2022-11-02 19:07:11,2022-11-02 19:26:34,19.3875833352407
"2530",2022-11-02 13:08:48,"4251f996-65e0-4137-90f8-d4fb0f7e67e6",NA,"keep",255,0.941176470588235,254,2022-11-02 13:10:02,2022-11-02 13:15:28,5.43145000139872
"2530",2022-11-02 18:42:44,"1d9e0fc6-8f4a-43cd-bec1-ebbfb8647fe4",NA,"keep",800,0.96,795,2022-11-02 18:43:58,2022-11-02 19:01:48,17.8467500011126
"2530",2022-11-02 11:50:03,"99dbd96d-9b3f-46cb-9a17-8dd7c0e0d48a",NA,"keep",800,0.92375,800,2022-11-02 11:51:30,2022-11-02 12:10:49,19.3065333326658
"2530",2022-11-02 13:21:31,"74126b3b-e978-489e-a39c-c728f907ab50",NA,"keep",800,0.865,794,2022-11-02 13:22:33,2022-11-02 13:38:38,16.0928666671117
"2530",2022-11-02 19:16:11,"22612e7b-9cc2-497d-ba38-8d3ca4829daf",NA,"keep",800,0.93625,797,2022-11-02 19:18:07,2022-11-02 19:41:31,23.3977500001589
"2530",2022-11-02 11:56:12,"00cdeac7-b9f7-4c13-9ba1-d5b52e3e788b",NA,"keep",800,0.97375,800,2022-11-02 11:57:53,2022-11-02 12:14:37,16.7278500000636
"2530",2022-11-02 12:34:03,"13fc9445-7bfd-4d5e-9a42-5ba91c44c1da",NA,"keep",300,0.806666666666667,299,2022-11-02 12:35:19,2022-11-02 12:41:34,6.23505000273387
"2530",2022-11-02 12:36:38,"e3651553-1efa-4fe1-a8e0-e7cf9c6bb830",NA,"keep",800,0.97375,798,2022-11-02 12:37:55,2022-11-02 12:56:41,18.7625
"2530",2022-11-02 14:28:59,"9307d128-3200-42dc-9c3e-f2e9f4734b8f",NA,"keep",800,0.84875,786,2022-11-02 14:30:16,2022-11-02 14:52:06,21.8343833327293
"2530",2022-11-02 12:33:50,"55c77b8a-b6cf-4eac-883b-d69488cc52d7",NA,"keep",800,0.97125,799,2022-11-02 12:34:57,2022-11-02 12:52:59,18.0487666686376
"2530",2022-11-02 12:35:08,"0c88868c-0638-43a5-8290-bbdf37bf26b9",NA,"exclude",800,0.785,797,2022-11-02 12:35:51,2022-11-02 12:50:52,15.0220333337784
"2530",2022-11-02 11:56:08,"bd614e09-a41e-4038-a2ab-ba25a839197f",NA,"keep",800,0.96625,798,2022-11-02 11:57:30,2022-11-02 12:14:44,17.2377666672071
"2530",2022-11-02 17:47:16,"25c9a41f-ed0f-4fb8-859c-42d330d2c090",NA,"keep",800,0.965,795,2022-11-02 17:49:11,2022-11-02 18:11:25,22.2326833327611
"2530",2022-11-02 12:01:11,"be377ced-734b-4d4b-8f9e-32c4c0650c9a",NA,"keep",800,0.98,799,2022-11-02 12:02:37,2022-11-02 12:20:02,17.4189333319664
"2530",2022-11-03 11:01:15,"8c066daa-7261-45b8-9b02-54f9389f6bb1",NA,"keep",800,0.925,799,2022-11-03 11:02:53,2022-11-03 11:20:06,17.2040500005086
"2530",2022-11-03 15:14:56,"ce5f0bf9-12d3-4a4a-8746-765018e7c81f",NA,"keep",800,0.95625,800,2022-11-03 15:16:47,2022-11-03 15:31:56,15.1502833326658
"2530",2022-11-02 12:19:51,"d9adad02-3c59-43ca-9621-47552a1c329d",NA,"keep",800,0.9725,798,2022-11-02 12:21:30,2022-11-02 12:40:31,19.0204833308856
"2530",2022-11-02 12:28:41,"f788dca2-1645-4d42-86f0-cb9d83bbbd4a",NA,"keep",800,0.9525,800,2022-11-02 12:29:31,2022-11-02 12:45:05,15.5659500002861
"2530",2022-11-02 13:23:04,"f736a9c3-92f8-4ce2-bb01-2dea3941bcb9",NA,"keep",800,0.90375,797,2022-11-02 13:24:39,2022-11-02 13:40:31,15.8620166659355
"2530",2022-11-02 13:49:23,"df0d1c56-1b83-4bd2-9e8f-599347801532",NA,"keep",800,0.9325,795,2022-11-02 13:50:50,2022-11-02 14:10:33,19.7292500019073
"2530",2022-11-02 13:06:41,"4e272872-5531-4db5-b977-cb625cdccaaa",NA,"keep",800,0.9175,799,2022-11-02 17:49:47,2022-11-02 18:08:56,19.1627000013987
"2530",2022-11-03 09:50:44,"b5ed4f0b-7c6a-4f40-a635-6f8f30eb6b52",NA,"keep",800,0.81875,747,2022-11-03 09:51:57,2022-11-03 10:17:35,25.6263499975204
"2530",2022-11-03 17:57:20,"b067cac0-8fd1-4c79-841d-7c7faf46aeb1",NA,"keep",800,0.9775,797,2022-11-03 17:59:18,2022-11-03 18:16:18,16.9976999998093
"2530",2022-11-02 19:04:57,"98f9c774-827c-4732-b941-2599ff8de416",NA,"keep",800,0.95125,799,2022-11-02 19:07:08,2022-11-02 19:26:40,19.5431166688601
"2530",2022-11-02 11:54:40,"628a0f7f-411f-43c0-bcc0-24c2e7380bf6",NA,"keep",800,0.95125,799,2022-11-02 12:00:41,2022-11-02 12:17:31,16.8358666658402
"2530",2022-11-05 22:23:32,"12aa70cc-f365-496b-9ae3-1db24c0d11cb",NA,"keep",800,0.9025,794,2022-11-05 22:24:35,2022-11-05 22:40:49,16.2276666680972
"2530",2022-11-02 14:37:14,"67ad8ed9-ac55-4a0c-a6a8-36813f8f1162",NA,"keep",800,0.95,800,2022-11-02 14:39:01,2022-11-02 14:54:21,15.3293333331744
"2530",2022-11-02 13:08:56,"599d6f74-2413-4b9e-a1fc-fa6e609fd57e",NA,"keep",800,0.8625,797,2022-11-02 13:09:41,2022-11-02 13:25:38,15.9657999992371
"2530",2022-11-05 13:20:28,"0e7087e4-421d-421f-86ff-08b08118e70f",NA,"keep",800,0.94,800,2022-11-05 13:21:53,2022-11-05 13:39:12,17.3140166680018
"2530",2022-11-02 12:53:38,"16d3a9dc-34b3-4718-bd30-1e687529a1d8",NA,"keep",800,0.96375,800,2022-11-02 12:59:46,2022-11-02 13:16:06,16.3255333344142
"2530",2022-11-02 14:14:11,"4ee1a7b9-5a75-4626-846e-0cff8e6caadc",NA,"keep",300,0.803333333333333,281,2022-11-02 14:16:14,2022-11-02 14:26:34,10.3184166669846
"2530",2022-11-02 12:42:12,"31ca5e21-8e52-4cab-858a-4f3dda658a9d",NA,"keep",700,0.887142857142857,700,2022-11-02 12:44:01,2022-11-02 12:58:45,14.7348666667938
"2530",2022-11-09 12:26:46,"ed1960c2-941b-4bdd-9455-8affc6306272",NA,"keep",800,0.89375,800,2022-11-09 12:28:35,2022-11-09 12:48:10,19.5872500022252
"2530",2022-11-09 22:27:44,"8dc4cc13-5175-4516-8ee2-66b6921cfd82",NA,"keep",800,0.96,799,2022-11-09 22:29:02,2022-11-09 22:45:50,16.7990999976794
"2530",2022-11-07 09:33:48,"78d9a36f-ba2d-4828-8ecb-4431c4f992ae",NA,"keep",100,0.87,99,2022-11-07 09:34:47,2022-11-07 09:36:50,2.06045000155767
"2530",2022-11-09 18:39:18,"27eafadb-2a34-4fa4-881d-6074887cc778",NA,"keep",800,0.97125,798,2022-11-09 18:41:19,2022-11-09 19:01:35,20.2721333344777
"2530",2022-11-07 19:10:22,"8ad58957-2e1a-4cd0-acfd-4f77582cabbf",NA,"keep",800,0.93625,797,2022-11-07 19:11:43,2022-11-07 19:28:07,16.4008333365122
"2530",2022-11-12 16:24:58,"c8f322fc-e758-451c-82a1-b840dd29a2ff",NA,"exclude",800,0.7375,798,2022-11-12 16:25:54,2022-11-12 16:48:05,22.1960166652997
"2530",2022-11-11 10:11:42,"a87902f1-c355-48db-8694-37883f281ba3",NA,"keep",800,0.93,800,2022-11-11 10:12:46,2022-11-11 10:29:55,17.1581166664759
"2530",2022-11-09 17:36:59,"2d59d53e-329a-421c-9860-447d2f607355",NA,"keep",800,0.9175,799,2022-11-09 17:38:59,2022-11-09 17:59:39,20.6528833309809
"2530",2022-11-10 08:38:30,"843b4c80-43a8-401c-b73e-0aab7fb060a5",NA,"keep",800,0.925,797,2022-11-10 08:40:11,2022-11-10 09:02:18,22.111483335495
"2530",2022-11-09 20:06:36,"7fa2f71a-ff55-4dfe-895f-0961466637a3",NA,"keep",800,0.9575,780,2022-11-09 20:08:03,2022-11-09 20:30:00,21.9444333314896
"2530",2022-11-10 08:06:45,"9dd278ac-9dd6-4db5-b0f0-5a97492b90df",NA,"keep",800,0.905,794,2022-11-10 08:09:59,2022-11-10 08:28:52,18.8899166663488
"2530",2022-11-09 20:21:26,"384683e1-5df9-439a-a6b3-ef0ef9b48eda",NA,"keep",800,0.98625,797,2022-11-09 20:23:03,2022-11-09 20:42:43,19.6640166680018
"2530",2022-11-11 10:12:44,"fe87a2b2-4a0b-40a1-bac0-7f8ed81c241e",NA,"keep",800,0.95875,800,2022-11-11 10:14:07,2022-11-11 10:30:46,16.6587333321571
"2530",2022-11-09 20:38:33,"d0bd6398-82a7-4209-9d33-0e0124131185",NA,"keep",800,0.91875,795,2022-11-09 20:40:42,2022-11-09 21:02:04,21.3578333338102
"2530",2022-11-07 13:13:36,"56bfc4f6-13e0-431f-b54d-1c9342d826bf",NA,"keep",800,0.9825,799,2022-11-07 13:14:57,2022-11-07 13:35:21,20.3972166657448
"2530",2022-11-09 14:56:21,"848492a5-1944-42a9-8d2d-d8426fa11be3",NA,"keep",800,0.93125,796,2022-11-09 14:57:30,2022-11-09 15:17:54,20.4067833344142
"2530",2022-11-09 19:13:36,"670f707a-a357-43e3-85e5-653253debc86",NA,"keep",800,0.9675,799,2022-11-09 19:16:09,2022-11-09 19:34:04,17.9137166659037
"2530",2022-11-10 18:13:51,"063ec1b7-1637-4ecc-a631-3b71c2d31999",NA,"keep",800,0.94125,796,2022-11-10 18:16:14,2022-11-10 18:38:11,21.9530999978383
"2530",2022-11-07 12:36:01,"c8084d1c-8642-4fca-8d27-67354f3990e2",NA,"keep",800,0.96625,800,2022-11-07 12:37:28,2022-11-07 12:56:00,18.5356666684151
"2530",2022-11-09 11:21:02,"390e944b-aaba-44e3-ab64-44a594f70edb",NA,"keep",800,0.96125,799,2022-11-09 11:23:25,2022-11-09 11:42:13,18.7859333316485
"2530",2022-11-09 20:39:42,"f976bb32-2912-4b27-a5c9-f5616b668600",NA,"keep",800,0.95875,799,2022-11-09 20:41:00,2022-11-09 20:58:59,17.979083331426
"2530",2022-11-07 13:09:28,"5e67e9a3-7832-4dbf-8ed7-972d42ec973d",NA,"keep",800,0.94,798,2022-11-07 13:10:40,2022-11-07 13:29:03,18.3879999995232
"2530",2022-11-09 19:53:43,"2af8b221-aeda-4ea4-af4f-1ec99534a44a",NA,"keep",800,0.93375,799,2022-11-09 19:54:40,2022-11-09 20:12:22,17.6959333340327
"2530",2022-11-07 20:14:54,"4a3fc2bf-94fc-40fd-936f-7e9710303328",NA,"keep",800,0.97125,800,2022-11-07 20:16:44,2022-11-07 20:35:42,18.976166665554
"2530",2022-11-10 11:42:41,"215ab645-e263-4091-9360-74ffb0bdf178",NA,"keep",800,0.9575,800,2022-11-10 11:43:35,2022-11-10 12:01:35,17.9999166647593
"2530",2022-11-09 21:48:56,"e6a9fddf-5e94-499e-882b-286e09c4d794",NA,"exclude",800,0.59875,772,2022-11-09 21:50:05,2022-11-09 22:01:55,11.8299333333969
"2530",2022-11-09 12:39:47,"c23e74fc-ffc9-4287-b773-f2ff0bbb6fb1",NA,"keep",800,0.92625,800,2022-11-09 12:41:43,2022-11-09 12:58:35,16.8684333364169
"2530",2022-11-09 19:25:05,"ef45b986-39f5-49be-8b09-2af701ab199a",NA,"keep",800,0.9725,796,2022-11-09 19:26:42,2022-11-09 19:49:40,22.9668833335241
"2530",2022-11-10 10:46:23,"281ad9a4-f767-4671-82f0-01276b4c1b8c",NA,"keep",800,0.915,800,2022-11-10 10:48:04,2022-11-10 11:04:16,16.2025000015895
"2530",2022-11-10 01:37:33,"461cb298-aa2f-496b-9c25-aede251f3d9e",NA,"keep",800,0.9575,799,2022-11-10 01:38:56,2022-11-10 01:56:33,17.6143833359083
"2530",2022-11-10 11:47:11,"3ed3743f-c30c-4598-afce-97e2a57000cc",NA,"keep",800,0.9675,799,2022-11-10 11:48:49,2022-11-10 12:06:15,17.439483332634
"2530",2022-11-07 14:14:12,"6c32f8c4-e9b3-4c43-a447-ce096f8a3b81",NA,"keep",800,0.945,800,2022-11-07 14:15:29,2022-11-07 14:33:52,18.3765666683515
"2530",2022-11-09 18:59:34,"1bcd6f0f-07e4-403b-ac87-fa54124f3b5c",NA,"keep",800,0.9225,800,2022-11-09 19:01:14,2022-11-09 19:18:25,17.1784166653951
"2530",2022-11-10 11:41:03,"efd248e8-c206-4db2-9b15-e83c429af8cb",NA,"keep",800,0.95125,790,2022-11-10 11:42:42,2022-11-10 12:02:51,20.1550999999046
"2530",2022-11-10 13:04:00,"20dea4b1-cae0-4b6f-8dc8-b4278e3e343e",NA,"keep",800,0.87375,800,2022-11-10 13:05:09,2022-11-10 13:21:27,16.3012999971708
"2530",2022-11-11 14:07:00,"3f10aaf4-716d-4847-be05-9a0c75bd0d38",NA,"keep",800,0.94625,799,2022-11-11 14:08:34,2022-11-11 14:27:31,18.9377999981244
"2530",2022-11-09 14:26:04,"7dccbe7c-509d-4529-8287-d96d63cbf4fd",NA,"keep",800,0.85625,799,2022-11-09 14:28:02,2022-11-09 14:44:14,16.2053833325704
"2530",2022-11-09 13:45:46,"695b34df-c9fc-427d-9008-e0c12dcdd42a",NA,"keep",800,0.82375,793,2022-11-09 13:47:44,2022-11-09 14:08:18,20.5535000006358
"2530",2022-11-09 20:39:42,"9844fcd6-1393-4ce1-a512-a1ba8659f311",NA,"keep",800,0.9575,800,2022-11-09 20:41:01,2022-11-09 20:58:34,17.5584833343824
"2530",2022-11-10 09:33:11,"22873995-8058-4f20-90db-599c16df6bc8",NA,"keep",800,0.91875,796,2022-11-10 09:34:45,2022-11-10 09:51:14,16.4723833322525
"2530",2022-11-09 17:21:16,"e237becf-8da6-4c74-9a8e-baa3e4d78773",NA,"keep",800,0.95625,797,2022-11-09 17:23:02,2022-11-09 17:45:03,22.0180999994278
"2530",2022-11-08 10:10:11,"c13d497a-b9f8-4732-bb79-5cb58e2908e2",NA,"keep",800,0.98375,800,2022-11-08 10:11:12,2022-11-08 10:28:20,17.121933333079
"2530",2022-11-10 12:09:24,"a1443fe4-0ddf-4a9e-9b54-28c8d28d7890",NA,"keep",800,0.9525,798,2022-11-10 12:10:27,2022-11-10 12:32:48,22.363399998347
"2530",2022-11-10 10:24:09,"307b1a9f-c67f-4527-85ac-1ede62b24c99",NA,"keep",800,0.97125,800,2022-11-10 10:25:49,2022-11-10 10:44:31,18.6996166666349
"2530",2022-11-10 19:15:25,"fa469023-9f50-4f4d-ae94-f693871a3457",NA,"keep",800,0.92375,775,2022-11-10 19:17:09,2022-11-10 19:37:08,19.9816666682561
"2530",2022-11-09 16:06:35,"76aa5e58-0365-497e-8a6d-ed1fc70c5672",NA,"exclude",800,0.6075,510,2022-11-09 16:07:42,2022-11-09 16:39:12,31.4924000024796
"2530",2022-11-10 08:58:25,"9acf14be-b081-44af-9879-c1f03c9d87aa",NA,"keep",800,0.96875,799,2022-11-10 09:00:22,2022-11-10 09:18:49,18.4577499985695
"2530",2022-11-09 12:53:19,"8f1b56d9-1ba7-410e-abf5-072537555d47",NA,"keep",800,0.945,800,2022-11-09 12:54:52,2022-11-09 13:15:49,20.9502666672071
"2530",2022-11-09 13:57:22,"496c576d-827a-4f17-a81a-9600b6529a2c",NA,"keep",276,0.873188405797101,274,2022-11-09 13:58:10,2022-11-09 14:04:03,5.8972000002861
"2530",2022-11-11 13:36:20,"fc676b80-b31b-450f-812f-f055013451cd",NA,"keep",800,0.94875,800,2022-11-11 13:37:44,2022-11-11 13:55:41,17.9511333346367
"2530",2022-11-08 09:16:51,"3ce39300-5583-4f20-81a2-c19eddfabe10",NA,"keep",800,0.945,800,2022-11-08 09:18:30,2022-11-08 09:34:40,16.1657999992371
"2530",2022-11-07 20:40:41,"ef477120-2900-47ec-9b93-e7d4c9808adc",NA,"keep",800,0.985,800,2022-11-07 20:43:09,2022-11-07 21:03:16,20.1077999989192
"2530",2022-11-07 12:45:01,"8237881f-c6f0-4c05-be4a-10148bc2d92e",NA,"keep",800,0.93375,800,2022-11-07 12:46:19,2022-11-07 13:04:28,18.1486499985059
"2530",2022-11-10 13:19:07,"5c9ad1da-1c62-4566-9b4a-56d05b7fd1b7",NA,"keep",800,0.86,798,2022-11-10 13:20:31,2022-11-10 13:38:58,18.4548833330472
"2530",2022-11-11 10:09:37,"0038ddda-77a2-4aab-a0d3-bb8f80fb3372",NA,"keep",800,0.94625,800,2022-11-11 10:11:27,2022-11-11 10:31:37,20.1646833300591
"2530",2022-11-09 14:40:47,"b1fa493f-1b27-4e60-9ced-839f8111cb2b",NA,"keep",800,0.9525,799,2022-11-09 14:42:29,2022-11-09 15:02:16,19.7877833326658
"2530",2022-11-10 11:26:31,"8eb35a09-bc12-4d6b-916e-243f62c6d7a5",NA,"keep",800,0.96375,800,2022-11-10 11:28:23,2022-11-10 11:47:27,19.0601833303769
"2530",2022-11-10 22:10:39,"43089f14-165e-45ab-b7dc-52f2ee183a62",NA,"keep",800,0.92375,799,2022-11-10 22:12:34,2022-11-10 22:33:01,20.4537166635195
"2530",2022-11-09 12:26:10,"b17dbc39-71bf-4804-87d1-da4218d72760",NA,"keep",800,0.97,796,2022-11-09 12:29:55,2022-11-09 12:51:42,21.7871166666349
"2530",2022-11-11 12:03:28,"d29b597d-a9d6-4b93-b54b-99616febc137",NA,"keep",800,0.97,799,2022-11-11 12:05:09,2022-11-11 12:28:22,23.2233833312988
"2530",2022-11-09 14:35:41,"9fbbce6b-33ec-4d7d-8c01-6f20bd51b189",NA,"keep",800,0.945,797,2022-11-09 17:42:21,2022-11-09 18:03:54,21.5524833321571
"2530",2022-11-12 16:45:34,"076f9377-44d5-451f-acf2-717a47323c94",NA,"keep",800,0.955,800,2022-11-12 16:49:44,2022-11-12 17:08:41,18.961299999555
"2530",2022-11-08 12:45:59,"1b50248b-2165-447f-88fb-d8a50ecacb00",NA,"keep",800,0.9575,799,2022-11-08 12:47:01,2022-11-08 13:05:14,18.2166333317757
"2530",2022-11-06 14:57:16,"da1b59d8-0b89-477f-9c01-7c2449e63c0e",NA,"keep",800,0.965,800,2022-11-06 14:58:18,2022-11-06 15:15:31,17.2084999998411
"2530",2022-11-09 15:33:39,"c376a6ac-8819-4e55-aeed-3378433da098",NA,"keep",800,0.97,800,2022-11-09 15:35:49,2022-11-09 15:55:09,19.3418333331744
