"url_lab","timestamp","uuid","url_special_code","keep","n_trials","correct.y","n_answered","start","end","study_length"
"1485",2022-09-05 09:17:01,"18b13245-43b9-420d-a809-4d7b17b8b1f5",NA,"keep",800,0.96,800,2022-09-05 09:18:28,2022-09-05 09:34:07,15.653183333079
"1072",2022-08-28 10:39:01,"cc11a2e9-de8c-4070-bbc4-22b640b63c71",NA,"keep",800,0.9775,800,2022-08-28 10:40:04,2022-08-28 10:56:07,16.0512666662534
"87",2022-09-12 15:23:57,"5a60a277-049c-42e2-9bd4-1c38a90c3730",NA,"keep",800,0.95375,800,2022-09-12 15:24:59,2022-09-12 15:40:09,15.1734500010808
"1531",2022-08-10 07:11:54,"b07a60ed-3353-4c09-8624-709defd620f9",NA,"keep",800,0.90375,799,2022-08-10 07:14:26,2022-08-10 07:29:19,14.8872999986013
"1531",2022-08-12 06:06:13,"809aa300-2426-4a76-bc1f-4b7d1edb757d",NA,"keep",800,0.91625,786,2022-08-12 06:08:02,2022-08-12 06:28:08,20.1095999995867
"223",2022-09-07 01:42:19,"8e3498a8-f282-4abb-9985-2acb50111897",NA,"keep",800,0.95875,795,2022-09-07 01:43:52,2022-09-07 02:01:54,18.0335500001907
"1531",2022-08-10 07:11:45,"74ed06be-92d0-4862-87b9-b5171b0caf36",NA,"keep",800,0.985,800,2022-08-10 07:13:20,2022-08-10 07:32:02,18.7101666649183
"223",2022-09-12 16:49:18,"4158790c-70b7-496a-a372-ca4b9a1917b5",NA,"keep",800,0.84375,794,2022-09-12 16:50:49,2022-09-12 17:09:28,18.6416833321253
"1531",2022-08-11 02:11:32,"9ccd94cb-e519-4097-9612-e04872bb7fc6",NA,"keep",800,0.95875,796,2022-08-11 02:13:11,2022-08-11 02:31:18,18.1095833341281
"223",2022-09-08 02:29:56,"5282cfe0-908d-4058-b27a-05d5be090f25",NA,"exclude",800,0.62125,788,2022-09-08 02:31:03,2022-09-08 02:43:45,12.7041000008583
"223",2022-09-06 18:57:43,"4792200b-737a-4266-8f4d-2aeaa5656c27",NA,"keep",800,0.84875,784,2022-09-06 19:00:00,2022-09-06 19:19:01,19.0085500001907
"712",2022-08-30 22:43:24,"be25bdcc-8847-484a-afdc-85987696b989",NA,"keep",800,0.985,799,2022-08-30 22:44:37,2022-08-30 23:03:20,18.7103833317757
"223",2022-09-10 17:01:16,"97f57de0-5a9f-43e3-b782-16893f3be46b",NA,"keep",800,0.9475,797,2022-09-10 17:02:17,2022-09-10 17:20:01,17.7255833347638
"1234",2022-08-26 05:13:09,"0ddcfa50-d191-435e-9192-55ba8dd816ca",NA,"keep",200,0.97,198,2022-08-26 05:14:04,2022-08-26 05:18:59,4.91461666425069
"87",2022-09-13 16:22:35,"226834a9-9961-43a7-af51-12590cfe7c79",NA,"keep",800,0.925,800,2022-09-13 16:23:45,2022-09-13 16:40:50,17.0815833330154
"421",2022-09-14 02:29:39,"bd90e2b3-212c-4486-9a66-0047b53d5e60","A7OZPNXIVO1FX","exclude",100,0.09,97,2022-09-14 02:39:36,2022-09-14 02:41:36,2.00501666466395
"223",2022-09-08 01:44:00,"80ca4a9b-9cea-408d-b501-3decccc1701f",NA,"keep",800,0.9425,799,2022-09-08 01:45:15,2022-09-08 02:01:17,16.0373166680336
"223",2022-09-10 20:50:05,"eed6efc4-e97b-486f-a024-554d02fee428",NA,"keep",800,0.96375,797,2022-09-10 20:51:35,2022-09-10 21:08:14,16.6431333303452
"76",2022-09-02 12:41:15,"bdf4b2a5-ab28-4a8e-b35a-54282e510eea",NA,"keep",800,0.96375,798,2022-09-02 12:42:53,2022-09-02 13:02:19,19.4389333327611
"1531",2022-08-11 02:17:39,"35a05a7b-fbd4-41fe-aca3-e189b3da23b8",NA,"keep",800,0.92,796,2022-08-11 02:19:14,2022-08-11 02:36:12,16.9677500009537
"421",2022-09-14 03:16:13,"119065f3-acc8-4996-9b8d-ef0436ed4454","A3EU8ENRH654SB","keep",800,0.9825,800,2022-09-14 03:17:07,2022-09-14 03:31:25,14.2912999987602
"1531",2022-08-10 08:05:51,"97b5b780-5919-4dda-bdb8-4a2007825fa9",NA,"keep",800,0.93,799,2022-08-10 08:07:17,2022-08-10 08:24:43,17.4375500003497
"1531",2022-08-12 06:06:02,"33f6b867-e101-46a6-aa56-ede70095f4b8",NA,"keep",600,0.918333333333333,597,2022-08-12 06:07:12,2022-08-12 06:20:15,13.0558833360672
"223",2022-09-08 01:32:12,"9ee94506-daf1-4097-8e84-a55f72b7599a",NA,"keep",800,0.9575,799,2022-09-08 01:33:39,2022-09-08 01:50:15,16.598950000604
"421",2022-09-14 02:03:15,"c6deb27b-6607-492e-adb9-5a9a5bfc4d81","A3LVLZS8S41ZD7","keep",800,0.9775,800,2022-09-14 02:04:39,2022-09-14 02:19:54,15.2550000031789
"1531",2022-08-09 08:53:40,"1cd50cd3-1c51-4031-8e02-5a61fec51cd4",NA,"keep",800,0.9725,800,2022-08-09 08:56:56,2022-08-09 09:10:35,13.6470499992371
"151",2022-09-06 14:11:51,"f7594161-1be6-421e-ae21-348dd597e5be",NA,"keep",800,0.905,800,2022-09-06 14:13:48,2022-09-06 14:29:18,15.4987333337466
"1897",2022-09-01 12:26:23,"45806a9b-d4de-4908-8ebd-8541941affac",NA,"keep",800,0.9425,800,2022-09-01 12:28:02,2022-09-01 12:45:31,17.4899166663488
"223",2022-09-06 23:37:39,"28722291-f63a-439b-9306-9a48e2cccda4",NA,"keep",800,0.89125,788,2022-09-06 23:39:11,2022-09-06 23:56:56,17.749916668733
