"word_id","first","original_pair","second","syll","original_freq","replacement_pair","replacement_syll","replacement_freq","freq_diff","char_diff","letter_diff","original_word","replacement_word"
795,"tson","tson-last_blank","last_blank",2,2,"cken-last_blank","cken",2,0,0,1,"watson","wacken"
580,"αλ","αλ-μα","μα",1,9,"δο-μα","δο",9,0,0,1,"άγαλμα","άγδομα"
355,"άπ","άπ-η","η",1,4,"βρ-η","βρ",4,0,0,1,"αγάπη","αγβρη"
465,"λι","λι-άζ","άζ",1,9,"ιβ-άζ","ιβ",9,0,0,1,"αγκαλιάζω","αγκαιβάζω"
14,"νω","νω-στ","στ",1,26,"εί-στ","εί",26,0,0,1,"άγνωστος","άγείστος"
758,"ορ","ορ-ασ","ασ",1,19,"ικ-ασ","ικ",18,1,0,1,"αγοραστής","αγικαστής"
339,"όρ","όρ-ι","ι",1,8,"ιν-ι","ιν",8,0,0,1,"αγόρι","αγινι"
299,"ών","ών-ας","ας",1,9,"ών-ομ","ομ",9,0,0,1,"αγώνας","αγώνομ"
335,"ελ","ελ-φό","φό",1,8,"ελ-ασ","ασ",8,0,0,1,"αδελφός","αδελασς"
145,"first_blank","first_blank-άδ","άδ",1,34,"first_blank-fa","fa",34,0,0,1,"άδικος","faικος"
793,"λί","λί-νη","νη",1,6,"γα-νη","γα",6,0,0,1,"αδρεναλίνη","αδρεναγανη"
331,"αμ","αμ-ος","ος",1,5,"άκ-ος","άκ",5,0,0,1,"αδύναμος","αδύνάκος"
371,"first_blank","first_blank-αη","αη",1,26,"first_blank-ju","ju",26,0,0,1,"αηδιαστικός","juδιαστικός"
887,"first_blank","first_blank-άθ","άθ",1,33,"first_blank-wa","wa",33,0,0,1,"άθλημα","waλημα"
815,"first_blank","first_blank-αί","αί",1,35,"first_blank-όσ","όσ",35,0,0,1,"αίτηση","όστηση"
240,"αι","αι-τί","τί",1,8,"αι-να","να",8,0,0,1,"αιτία","αιναα"
998,"άθ","άθ-αρ","αρ",1,9,"ρί-αρ","ρί",9,0,0,1,"ακάθαρτος","ακρίαρτος"
9,"όμ","όμ-η","η",1,4,"ρν-η","ρν",4,0,0,1,"ακόμη","ακρνη"
367,"ού","ού-ω","ω",1,3,"ων-ω","ων",3,0,0,1,"ακούω","ακωνω"
805,"ακ","ακ-τή","τή",1,21,"ακ-οι","οι",20,1,0,1,"ακτή","ακοι"
993,"λί","λί-α","α",1,24,"υλ-α","υλ",24,0,0,1,"ακτινοβολία","ακτινοβουλα"
843,"αλ","αλ-αζ","αζ",1,9,"ιρ-αζ","ιρ",9,0,0,1,"αλαζονεία","ιραζονεία"
923,"εύ","εύ-ρι","ρι",1,3,"όκ-ρι","όκ",3,0,0,1,"αλεύρι","αλόκρι"
141,"ιε","ιε-ία","ία",1,2,"μπ-ία","μπ",2,0,0,1,"αλιεία","αλμπία"
818,"λο","λο-θι","θι",1,2,"μύ-θι","μύ",2,0,0,1,"άλλοθι","άλμύθι"
482,"άλ","άλ-μα","μα",1,9,"θή-μα","θή",9,0,0,1,"άλμα","θήμα"
711,"first_blank","first_blank-άλ","άλ",1,113,"first_blank-λό","λό",113,0,0,1,"άλογο","λόογο"
31,"φα","φα-last_blank","last_blank",1,33,"έι-last_blank","έι",33,0,0,1,"άλφα","άλέι"
405,"ερ","ερ-ικ","ικ",1,85,"κτ-ικ","κτ",87,2,0,1,"αμερική","αμκτική"
696,"first_blank","first_blank-άμ","άμ",1,70,"first_blank-εύ","εύ",70,0,0,1,"άμμος","εύμος"
951,"ρι","ρι-τή","τή",1,4,"ρι-νέ","νέ",4,0,0,1,"ανακριτής","ανακρινές"
22,"άλ","άλ-υσ","υσ",1,9,"χο-υσ","χο",9,0,0,1,"ανάλυση","ανχουση"
312,"έν","έν-ω","ω",1,6,"ύψ-ω","ύψ",6,0,0,1,"αναμένω","αναμύψω"
230,"άπ","άπ-τυ","τυ",1,4,"άπ-ορ","ορ",4,0,0,1,"ανάπτυξη","ανάπορξη"
321,"ατ","ατ-ολ","ολ",1,40,"ατ-ρο","ρο",40,0,0,1,"ανατολή","ανατροή"
906,"χι","χι-ασ","ασ",1,6,"έβ-ασ","έβ",6,0,0,1,"ανατριχιαστικός","ανατριέβαστικός"
528,"αχ","αχ-ώρ","ώρ",1,12,"αχ-ρη","ρη",12,0,0,1,"αναχώρηση","αναχρηηση"
852,"ερ","ερ-ση","ση",1,8,"έω-ση","έω",8,0,0,1,"ανέγερση","ανέγέωση"
942,"αν","αν-εμ","εμ",1,25,"αν-ιχ","ιχ",25,0,0,1,"ανεμοστρόβιλος","ανιχοστρόβιλος"
550,"αν","αν-ετ","ετ",1,3,"αν-ίλ","ίλ",3,0,0,1,"ανετα","ανίλα"
868," α"," α-ξί","ξί",1,1,"αι-ξί","αι",1,0,0,1,"άνευ αξίας","άνευαιξίας"
983,"θυ","θυ-νο","νο",1,13,"μα-νο","μα",13,0,0,1,"ανεύθυνος","ανεύμανος"
60,"αν","αν-ησ","ησ",1,43,"αν-δρ","δρ",43,0,0,1,"ανησυχία","ανδρυχία"
224,"ωπ","ωπ-οι","οι",1,10,"ρι-οι","ρι",10,0,0,1,"ανθρωποι","ανθρριοι"
969,"αν","αν-ίκ","ίκ",1,13,"αν-τή","τή",13,0,0,1,"ανίκανος","αντήανος"
922,"χυ","χυ-ρο","ρο",1,9,"ετ-ρο","ετ",9,0,0,1,"ανίσχυρος","ανίσετρος"
123,"αν","αν-ιψ","ιψ",1,7,"αν-αξ","αξ",7,0,0,1,"ανιψιός","αναξιός"
709,"ιβ","ιβ-ή","ή",1,2,"ωχ-ή","ωχ",2,0,0,1,"ανταμοιβή","ανταμοωχή"
203,"αφ","αφ-ο","ο",1,14,"ων-ο","ων",14,0,0,1,"αντίγραφο","αντίγρωνο"
353,"τή","τή-ρα","ρα",1,33,"ντ-ρα","ντ",33,0,0,1,"αντιδραστήρας","αντιδρασντρας"
