"word_id","first","original_pair","second","syll","original_freq","replacement_pair","replacement_syll","replacement_freq","freq_diff","char_diff","letter_diff","original_word","replacement_word"
409,"first_blank","first_blank-aad","aad",2,16,"first_blank-bra","bra",16,0,0,1,"aadress","braress"
681,"ab","ab-i","i",1,2,"kk-i","kk",2,0,0,1,"abi","kki"
343,"elu","elu-last_blank","last_blank",2,23,"nan-last_blank","nan",23,0,0,1,"abielu","abinan"
271,"e","e-lus","lus",3,1,"e-sitt","sitt",1,0,1,1,"abielus","abiesitt"
132,"first_blank","first_blank-abis","abis",3,22,"first_blank-fran","fran",22,0,0,1,"abistama","frantama"
809,"surd","surd-ne","ne",3,1,"nemi-ne","nemi",1,0,0,1,"absurdne","abnemine"
793,"first_blank","first_blank-adre","adre",3,2,"first_blank-liug","liug",2,0,0,1,"adrenaliin","liugnaliin"
109,"tuur","tuur-last_blank","last_blank",2,23,"teed-last_blank","teed",23,0,0,1,"agentuur","agenteed"
151,"first_blank","first_blank-äi","äi",2,14,"first_blank-dal","dal",14,0,1,1,"äike","dalke"
461,"laad","laad-ne","ne",4,3,"ookea-ne","ookea",1,2,1,1,"ainulaadne","ainuookeane"
124,"täh","täh-last_blank","last_blank",2,2,"sep-last_blank","sep",2,0,0,1,"aitäh","aisep"
713,"aja","aja-ka","ka",3,3,"külm-ka","külm",3,0,1,1,"ajakava","külmkava"
219,"aja","aja-ki","ki",3,1,"lelt-ki","lelt",1,0,1,1,"ajakiri","leltkiri"
427,"ja","ja-nik","nik",4,8,"ja-poolt","poolt",2,6,2,1,"ajakirjanik","ajakirjapoolt"
487,"leht","leht-last_blank","last_blank",2,6,"beks-last_blank","beks",6,0,0,1,"ajaleht","ajabeks"
871,"ti","ti-vee","vee",5,30,"ti-ruumis","ruumis",1,29,3,1,"aktiveerima","aktiruumisrima"
898,"sent","sent-last_blank","last_blank",2,6,"ping-last_blank","ping",6,0,0,1,"aktsent","aktping"
844,"first_blank","first_blank-alas","alas",2,12,"first_blank-taus","taus",12,0,0,1,"alasti","tausti"
31,"fa","fa-last_blank","last_blank",2,6,"kuu-last_blank","kuu",6,0,1,1,"alfa","alkuu"
818,"ali","ali-bi","bi",2,1,"krõ-bi","krõ",1,0,0,1,"alibi","krõbi"
67,"lee","lee-last_blank","last_blank",2,11,"tur-last_blank","tur",11,0,0,1,"allee","altur"
941,"first_blank","first_blank-all","all",3,45,"first_blank-liht","liht",45,0,1,1,"allkiri","lihtkiri"
116,"kir","kir-jas","jas",5,30,"reaala-jas","reaala",1,29,3,1,"allkirjastama","allreaalajastama"
798,"first_blank","first_blank-al","al",1,369,"first_blank-re","re",375,6,0,1,"alt","ret"
405,"first_blank","first_blank-amee","amee",3,29,"first_blank-juuk","juuk",29,0,0,1,"ameerika","juukrika"
428,"first_blank","first_blank-amet","amet",2,25,"first_blank-alan","alan",25,0,0,1,"ametlik","alanlik"
22,"lüüs","lüüs-last_blank","last_blank",2,4,"veks-last_blank","veks",4,0,0,1,"analüüs","anaveks"
192,"and","and-ma","ma",2,4,"kai-ma","kai",4,0,0,1,"andma","kaima"
654,"ne","ne-tus","tus",3,23,"ne-valt","valt",6,17,1,1,"annetus","annevalt"
28,"an","an-t","t",1,7,"ol-t","ol",7,0,0,1,"ant","olt"
230,"ar","ar-en","en",1,2,"tõ-en","tõ",2,0,0,1,"areng","tõeng"
495,"tekt","tekt-last_blank","last_blank",3,1,"eile-last_blank","eile",1,0,0,1,"arhitekt","arhieile"
144,"är","är-i","i",1,1,"yx-i","yx",1,0,0,1,"äri","yxi"
567,"ar","ar-m","m",1,2,"ol-m","ol",2,0,0,1,"arm","olm"
184,"ar","ar-mas","mas",2,75,"ar-tik","tik",10,65,0,1,"armas","artik"
774,"mas","mas-ta","ta",4,62,"kärva-ta","kärva",1,61,2,1,"armastaja","arkärvataja"
355,"mas","mas-tus","tus",3,13,"riie-tus","riie",6,7,1,1,"armastus","arriietus"
760,"mee","mee-last_blank","last_blank",2,9,"rio-last_blank","rio",9,0,0,1,"armee","arrio"
989,"moor","moor-last_blank","last_blank",2,5,"siir-last_blank","siir",5,0,0,1,"armoor","arsiir"
572,"mor","mor-last_blank","last_blank",2,3,"art-last_blank","art",3,0,0,1,"armor","arart"
334,"ar","ar-st","st",1,1,"ar-ck","ck",1,0,0,1,"arst","arck"
755,"ar","ar-te","te",3,14,"lesi-te","lesi",12,2,2,1,"arteri","lesiteri"
594,"first_blank","first_blank-aru","aru",2,89,"first_blank-pan","pan",89,0,0,1,"arukas","pankas"
