"word_id","first","original_pair","second","syll","original_freq","replacement_pair","replacement_syll","replacement_freq","freq_diff","char_diff","letter_diff","original_word","replacement_word"
745,"first_blank","first_blank-ābe","ābe",2,4,"first_blank-fur","fur",4,0,0,1,"ābele","furle"
546,"first_blank","first_blank-ac","ac",1,22,"first_blank-nū","nū",22,0,0,1,"acs","nūs"
801,"first_blank","first_blank-ād","ād",1,11,"first_blank-ņē","ņē",11,0,0,1,"āda","ņēa"
917,"first_blank","first_blank-ada","ada",2,9,"first_blank-der","der",9,0,0,1,"adata","derta"
623,"trā","trā-ci","ci",6,13,"spēksta-ci","spēksta",1,12,4,1,"administrācija","adminisspēkstacija"
441,"kāts","kāts-last_blank","last_blank",3,8,"pērk-last_blank","pērk",8,0,0,1,"advokāts","advopērk"
405,"ka","ka-last_blank","last_blank",3,740,"ka-ļaspūlkve","ļaspūlkve",1,739,1,4,"āfrika","āfrikaļaspūlkve"
3,"aģ","aģ-en","en",1,2,"ov-en","ov",2,0,0,1,"aģents","ovents"
921,"liegts","liegts-last_blank","last_blank",2,2,"litâte-last_blank","litâte",2,0,0,1,"aizliegts","aizlitâte"
392,"mirst","mirst-last_blank","last_blank",2,10,"ģisks-last_blank","ģisks",10,0,0,2,"aizmirst","aizģisks"
520,"rau","rau-jošs","jošs",3,1,"rau-caug","caug",1,0,0,1,"aizraujošs","aizraucaug"
440,"gāt","gāt-last_blank","last_blank",3,19,"laiž-last_blank","laiž",19,0,1,1,"aizsargāt","aizsarlaiž"
137,"rēt","rēt-last_blank","last_blank",3,66,"liem-last_blank","liem",66,0,1,1,"aizturēt","aiztuliem"
244,"vie","vie-tot","tot",3,5,"skai-tot","skai",5,0,1,1,"aizvietot","aizskaitot"
477,"ak","ak-ls","ls",1,1,"ak-hu","hu",1,0,0,1,"akls","akhu"
597,"mens","mens-last_blank","last_blank",2,35,"jošs-last_blank","jošs",35,0,0,1,"akmens","akjošs"
430,"tīvs","tīvs-last_blank","last_blank",2,23,"rots-last_blank","rots",23,0,0,1,"aktīvs","akrots"
660,"bums","bums-last_blank","last_blank",2,7,"viss-last_blank","viss",7,0,0,1,"albums","alviss"
950,"got","got-nis","nis",3,1,"spār-nis","spār",1,0,1,1,"algotnis","alspārnis"
6,"hols","hols-last_blank","last_blank",3,1,"šķeļ-last_blank","šķeļ",1,0,0,1,"alkohols","alkošķeļ"
387,"first_blank","first_blank-ama","ama",3,26,"first_blank-snie","snie",26,0,1,1,"amatieris","snietieris"
