"word_id","first","original_pair","second","syll","original_freq","replacement_pair","replacement_syll","replacement_freq","freq_diff","char_diff","letter_diff","original_word","replacement_word"
510,"сурд","сурд-last_blank","last_blank",2,1,"зерв-last_blank","зерв",1,0,0,1,"абсурд","абзерв"
103,"бус","бус-last_blank","last_blank",3,3,"риъл-last_blank","риъл",3,0,1,1,"автобус","авториъл"
853,"first_blank","first_blank-аген","аген",2,8,"first_blank-днеш","днеш",8,0,0,1,"агенция","днешция"
913,"вен","вен-last_blank","last_blank",6,157,"сайдска-last_blank","сайдска",1,156,4,1,"административен","администратисайдска"
955,"на","на-лин","лин",4,1,"на-строи","строи",1,0,2,1,"адреналин","адренастрои"
529,"рес","рес-last_blank","last_blank",2,17,"гне-last_blank","гне",17,0,0,1,"адрес","адгне"
240,"ак","ак-т","т",1,2,"кс-т","кс",2,0,0,1,"акт","кст"
806,"ак","ак-ти","ти",5,40,"неиден-ти","неиден",4,36,4,1,"активирате","неидентивирате"
146,"цент","цент-last_blank","last_blank",2,4,"ерът-last_blank","ерът",4,0,0,1,"акцент","акерът"
879,"first_blank","first_blank-алар","алар",2,9,"first_blank-смах","смах",9,0,0,1,"аларма","смахма"
992,"ал","ал-ея","ея",1,1,"ал-му","му",1,0,0,1,"алея","алму"
477,"first_blank","first_blank-али","али",2,21,"first_blank-оба","оба",21,0,0,1,"алиби","обаби"
67,"фа","фа-last_blank","last_blank",2,47,"гия-last_blank","гия",47,0,1,1,"алфа","алгия"
31,"first_blank","first_blank-аме","аме",3,29,"first_blank-съжа","съжа",29,0,1,1,"америка","съжарика"
30,"лиз","лиз-last_blank","last_blank",2,2,"сни-last_blank","сни",2,0,0,1,"анализ","анасни"
412,"first_blank","first_blank-апар","апар",3,7,"first_blank-оттъ","оттъ",7,0,0,1,"апартамент","оттътамент"
499,"ес","ес-т","т",1,5,"ва-т","ва",5,0,0,1,"арест","арват"
417,"ар","ар-мия","мия",2,1,"ар-кан","кан",1,0,0,1,"армия","аркан"
506,"гант","гант-ност","ност",3,2,"прав-ност","прав",2,0,0,1,"арогантност","ароправност"
88,"те","те-рия","рия",3,9,"те-ства","ства",11,2,1,1,"артерия","артества"
319,"ле","ле-рия","рия",4,4,"ле-фонът","фонът",1,3,2,1,"артилерия","артилефонът"
306,"тект","тект-last_blank","last_blank",3,1,"жeтe-last_blank","жeтe",1,0,0,1,"архитект","архижeтe"
304,"ата","ата-ка","ка",2,5,"тин-ка","тин",5,0,0,1,"атака","тинка"
872,"еан","еан-last_blank","last_blank",7,1,"жисьорът-last_blank","жисьорът",1,0,5,1,"атлантическия океан","атлантическия окжисьорът"
257,"мо","мо-сфе","сфе",4,4,"мо-летът","летът",1,3,2,1,"атмосфера","атмолетътра"
216,"ба","ба-ба","ба",2,4,"ба-сей","сей",4,0,1,1,"баба","басей"
559,"бан","бан-да","да",2,6,"оза-да","оза",6,0,0,1,"банда","озада"
211,"ба","ба-ня","ня",2,7,"ба-вих","вих",7,0,1,1,"баня","бавих"
351,"ба","ба-р","р",1,1,"жъ-р","жъ",1,0,0,1,"бар","жър"
633,"льон","льон-last_blank","last_blank",3,4,"въра-last_blank","въра",4,0,0,1,"батальон","батавъра"
831,"first_blank","first_blank-бат","бат",2,5,"first_blank-ръм","ръм",5,0,0,1,"батман","ръмман"
439,"ба","ба-ща","ща",2,3,"ба-джи","джи",3,0,1,1,"баща","баджи"
48,"first_blank","first_blank-бег","бег",2,6,"first_blank-хос","хос",6,0,0,1,"беглец","хослец"
783,"опас","опас-ност","ност",3,2,"дежд-ност","дежд",2,0,0,1,"безопасност","бездеждност"
514,"рен","рен-last_blank","last_blank",5,181,"чиства-last_blank","чиства",5,176,3,1,"безотговорен","безотговочиства"
768,"плат","плат-но","но",3,5,"упъл-но","упъл",5,0,0,1,"безплатно","безупълно"
662,"ство","ство-last_blank","last_blank",4,201,"нахте-last_blank","нахте",50,151,1,1,"безпокойство","безпокойнахте"
50,"без","без-си","си",3,3,"прок-си","прок",3,0,1,1,"безсилен","проксилен"
49,"без","без-сми","сми",4,8,"без-упреч","упреч",3,5,2,1,"безсмислено","безупречслено"
807,"first_blank","first_blank-бей","бей",3,30,"first_blank-съби","съби",30,0,1,1,"бейзбол","събизбол"
877,"кон","кон-last_blank","last_blank",2,20,"лът-last_blank","лът",20,0,0,1,"бекон","белът"
852,"лег","лег-last_blank","last_blank",2,1,"гян-last_blank","гян",1,0,0,1,"белег","бегян"
185,"жу","жу-last_blank","last_blank",2,8,"зай-last_blank","зай",8,0,1,1,"бижу","бизай"
305,"нес","нес-last_blank","last_blank",2,17,"бол-last_blank","бол",17,0,0,1,"бизнес","бизбол"
947,"first_blank","first_blank-био","био",4,31,"first_blank-нераз","нераз",30,1,2,1,"биологичен","неразлогичен"
948,"гия","гия-last_blank","last_blank",3,47,"кане-last_blank","кане",48,1,1,1,"биология","биолокане"
597,"first_blank","first_blank-би","би",2,233,"first_blank-пла","пла",256,23,1,1,"бира","плара"
55,"first_blank","first_blank-бит","бит",2,6,"first_blank-гуд","гуд",6,0,0,1,"битка","гудка"
56,"ре","ре-ние","ние",5,25,"ре-кордът","кордът",1,24,3,1,"благодарение","благодарекордът"
158,"ност","ност-last_blank","last_blank",4,272,"ствен-last_blank","ствен",41,231,1,1,"благодарност","благодарствен"
566,"first_blank","first_blank-бли","бли",2,13,"first_blank-ево","ево",13,0,0,1,"близо","евозо"
46,"бо","бо-гат","гат",2,5,"бо-леч","леч",5,0,0,1,"богат","болеч"
841,"гат","гат-ство","ство",3,2,"гат-ване","ване",1,1,0,1,"богатство","богатване"
61,"же","же-стве","стве",4,28,"же-нерът","нерът",1,27,1,1,"божествено","боженерътно"
23,"оле","оле-last_blank","last_blank",4,1,"андър-last_blank","андър",1,0,2,1,"бойно поле","бойно пандър"
62,"клук","клук-last_blank","last_blank",2,1,"плоа-last_blank","плоа",1,0,0,1,"боклук","боплоа"
8,"бо","бо-лен","лен",2,7,"бо-тят","тят",8,1,0,1,"болен","ботят"
165,"лест","лест-last_blank","last_blank",2,5,"ликс-last_blank","ликс",5,0,0,1,"болест","боликс"
821,"бол","бол-ки","ки",2,2,"рет-ки","рет",2,0,0,1,"болки","ретки"
83,"стън","стън-last_blank","last_blank",2,27,"сваш-last_blank","сваш",27,0,0,1,"бостън","босваш"
380,"бра","бра-да","да",2,8,"фун-да","фун",7,1,0,1,"брада","фунда"
719,"бр","бр-ак","ак",1,2,"ди-ак","ди",2,0,0,1,"брак","диак"
604,"ат","ат-last_blank","last_blank",1,37,"ру-last_blank","ру",37,0,0,1,"брат","брру"
574,"чед","чед-last_blank","last_blank",3,2,"долф-last_blank","долф",2,0,1,1,"братовчед","братовдолф"
278,"first_blank","first_blank-браш","браш",2,2,"first_blank-блум","блум",2,0,0,1,"брашно","блумно"
605,"бре","бре-га","га",2,1,"сал-га","сал",1,0,0,1,"брега","салга"
717,"мен","мен-ност","ност",3,2,"мен-стру","стру",2,0,0,1,"бременност","бременстру"
991,"бро","бро-ня","ня",2,2,"шил-ня","шил",2,0,0,1,"броня","шилня"
