"word_id","first","original_pair","second","syll","original_freq","replacement_pair","replacement_syll","replacement_freq","freq_diff","char_diff","letter_diff","original_word","replacement_word"
28,"first_blank","first_blank-à ","à ",1,1,"first_blank-uw","uw",1,0,0,1,"à l'aise","uwl'aise"
1,"first_blank","first_blank-à l'","à l'",3,1,"first_blank-karl","karl",1,0,0,1,"à l'extérieur","karlextérieur"
309,"first_blank","first_blank-à l","à l",2,1,"first_blank-ozy","ozy",1,0,0,1,"à la mode","ozya mode"
198,"ésent","ésent-last_blank","last_blank",2,1,"seins-last_blank","seins",1,0,0,1,"à présent","à prseins"
413,"ab","ab-ei","ei",1,2,"ab-im","im",2,0,0,1,"abeille","abimlle"
490,"ment","ment-last_blank","last_blank",6,1219,"triques-last_blank","triques",15,1204,3,1,"accidentellement","accidentelletriques"
388,"cueil","cueil-last_blank","last_blank",2,3,"nuait-last_blank","nuait",3,0,0,1,"accueil","acnuait"
976,"ache","ache-ter","ter",2,1,"chou-ter","chou",1,0,0,1,"acheter","chouter"
18,"ac","ac-tif","tif",2,7,"ac-cla","cla",8,1,0,1,"actif","accla"
84,"mettre","mettre-last_blank","last_blank",2,10,"mètres-last_blank","mètres",10,0,0,1,"admettre","admètres"
439,"tra","tra-tion","tion",5,14,"tra-çables","çables",2,12,2,1,"administration","administraçables"
46,"mi","mi-rer","rer",3,1,"mi-nute","nute",1,0,1,1,"admirer","adminute"
316,"ad","ad-n","n",1,1,"éa-n","éa",1,0,0,1,"adn","éan"
21,"cent","cent-last_blank","last_blank",3,15,"nois-last_blank","nois",15,0,0,1,"adolescent","adolesnois"
683,"ad","ad-ul","ul",1,4,"ad-ja","ja",4,0,0,1,"adulte","adjate"
700,"fi","fi-cher","cher",3,2,"fi-nite","nite",2,0,0,1,"afficher","affinite"
35,"af","af-ri","ri",1,1,"af-is","is",1,0,0,1,"afrique","afisque"
265,"ag","ag-en","en",1,5,"uv-en","uv",5,0,0,1,"agent","uvent"
98,"ré","ré-ab","ab",1,2,"gr-ab","gr",2,0,0,1,"agréable","aggrable"
29,"ai","ai-der","der",2,1,"ai-man","man",1,0,0,1,"aider","aiman"
858,"guille","guille-last_blank","last_blank",2,2,"vaillé-last_blank","vaillé",2,0,0,1,"aiguille","aivaillé"
668,"ai","ai-l","l",1,6,"ou-l","ou",5,1,0,1,"ail","oul"
779,"rs","rs-last_blank","last_blank",1,88,"pé-last_blank","pé",88,0,0,1,"ailleurs","ailleupé"
680,"ai","ai-r","r",1,7,"xe-r","xe",8,1,0,1,"air","xer"
149,"bum","bum-last_blank","last_blank",2,1,"pec-last_blank","pec",1,0,0,1,"album","alpec"
30,"al","al-er","er",1,4,"nc-er","nc",4,0,0,1,"alerte","ncerte"
587,"ta","ta-tion","tion",4,119,"ta-chées","chées",3,116,1,1,"alimentation","alimentachées"
808,"first_blank","first_blank-ali","ali",2,42,"first_blank-bor","bor",42,0,0,1,"aliments","borments"
762,"first_blank","first_blank-ama","ama",2,41,"first_blank-nar","nar",41,0,0,1,"amateur","narteur"
622,"sade","sade-last_blank","last_blank",3,9,"dors-last_blank","dors",9,0,0,1,"ambassade","ambasdors"
623,"sa","sa-deur","deur",4,1,"sa-luais","luais",1,0,1,1,"ambassadeur","ambassaluais"
454,"bu","bu-lance","lance",3,1,"bu-veuse","veuse",1,0,0,1,"ambulance","ambuveuse"
344,"âm","âm-e","e",1,2,"êp-e","êp",2,0,0,1,"âme","êpe"
328,"lyste","lyste-last_blank","last_blank",2,2,"chote-last_blank","chote",2,0,0,1,"analyste","anachote"
130,"first_blank","first_blank-anar","anar",2,6,"first_blank-égra","égra",6,0,0,1,"anarchie","égrachie"
770,"first_blank","first_blank-ana","ana",3,56,"first_blank-trou","trou",57,1,1,1,"anatomie","troutomie"
649,"cr","cr-e","e",1,8,"ié-e","ié",8,0,0,1,"ancre","aniée"
163,"first_blank","first_blank-ân","ân",1,4,"first_blank-nè","nè",4,0,0,1,"âne","nèe"
270,"ge","ge-last_blank","last_blank",1,71,"za-last_blank","za",73,2,0,1,"ange","anza"
416,"glais","glais-last_blank","last_blank",2,3,"plane-last_blank","plane",3,0,0,1,"anglais","anplane"
237,"saire","saire-last_blank","last_blank",4,12,"quets-last_blank","quets",12,0,0,1,"anniversaire","anniverquets"
475,"nyme","nyme-last_blank","last_blank",2,6,"dice-last_blank","dice",6,0,0,1,"anonyme","anodice"
970,"ti","ti-dote","dote",3,1,"ti-tans","tans",1,0,0,1,"antidote","antitans"
616,"pa","pa-reil","reil",5,2,"pa-niques","niques",2,0,2,1,"appareil photo","appaniques photo"
913,"pel","pel-last_blank","last_blank",2,13,"bas-last_blank","bas",13,0,0,1,"appel","apbas"
967,"quer","quer-last_blank","last_blank",3,100,"land-last_blank","land",98,2,0,1,"appliquer","appliland"
336,"por","por-ter","ter",3,14,"ches-ter","ches",10,4,1,1,"apporter","apchester"
331,"prendre","prendre-last_blank","last_blank",2,8,"riennes-last_blank","riennes",8,0,0,3,"apprendre","apriennes"
484,"first_blank","first_blank-arai","arai",2,3,"first_blank-préa","préa",3,0,0,1,"araignée","préagnée"
146,"èn","èn-e","e",1,6,"rb-e","rb",6,0,0,1,"arène","arrbe"
816,"ar","ar-rière","rière",2,1,"ar-tille","tille",1,0,0,1,"arrière","artille"
255,"vée","vée-last_blank","last_blank",3,49,"drai-last_blank","drai",49,0,1,1,"arrivée","arridrai"
60,"se","se-nal","nal",3,1,"se-gers","gers",1,0,1,1,"arsenal","arsegers"
567,"ar","ar-t","t",1,12,"gh-t","gh",14,2,0,1,"art","ght"
607,"fact","fact-last_blank","last_blank",3,2,"lome-last_blank","lome",2,0,0,1,"artefact","artelome"
957,"ticle","ticle-last_blank","last_blank",2,1,"tompe-last_blank","tompe",1,0,0,1,"article","artompe"
695,"tiste","tiste-last_blank","last_blank",2,25,"cieux-last_blank","cieux",25,0,0,2,"artiste","arcieux"
636,"rine","rine-last_blank","last_blank",3,33,"leur-last_blank","leur",33,0,0,1,"aspirine","aspileur"
898,"as","as-sez","sez",2,1,"as-par","par",1,0,0,1,"assez","aspar"
712,"naute","naute-last_blank","last_blank",3,4,"fense-last_blank","fense",4,0,0,1,"astronaute","astrofense"
426,"first_blank","first_blank-ate","ate",2,2,"first_blank-ell","ell",2,0,0,1,"atelier","elllier"
660,"first_blank","first_blank-ato","ato",2,7,"first_blank-rad","rad",7,0,0,1,"atomique","radmique"
73,"tendre","tendre-last_blank","last_blank",2,7,"geable-last_blank","geable",7,0,0,2,"attendre","atgeable"
74,"ten","ten-tion","tion",3,24,"ten-berg","berg",3,21,0,1,"attention","attenberg"
153,"trac","trac-tif","tif",3,1,"haus-tif","haus",1,0,0,1,"attractif","athaustif"
738,"au","au- sen"," sen",3,1,"au-rons","rons",1,0,0,1,"au sens propre","auronss propre"
345,"dience","dience-last_blank","last_blank",2,2,"daigne-last_blank","daigne",2,0,0,1,"audience","audaigne"
796,"first_blank","first_blank-aug","aug",3,24,"first_blank-épou","épou",24,0,1,1,"augmenter","époumenter"
458,"'hui","'hui-last_blank","last_blank",3,1,"gotá-last_blank","gotá",1,0,0,1,"aujourd'hui","aujourdgotá"
16,"au","au-teur","teur",2,1,"au-toch","toch",2,1,0,1,"auteur","autoch"
40,"top","top-sie","sie",3,1,"bean-sie","bean",1,0,1,1,"autopsie","aubeansie"
47,"sa","sa-tion","tion",5,104,"sa-geable","geable",2,102,2,1,"autorisation","autorisageable"
542,"ser","ser-last_blank","last_blank",4,432,"ser-pillières","pillières",1,431,1,6,"autoriser","autoriserpillières"
575,"first_blank","first_blank-ava","ava",2,31,"first_blank-las","las",31,0,0,1,"avaler","lasler"
689,"first_blank","first_blank-ave","ave",2,13,"first_blank-you","you",13,0,0,1,"avenir","younir"
883,"av","av-eu","eu",1,5,"av-oi","oi",5,0,0,1,"aveugle","avoigle"
75,"first_blank","first_blank-av","av",1,92,"first_blank-gu","gu",92,0,0,1,"avis","guis"
756,"first_blank","first_blank-avo","avo",2,6,"first_blank-meh","meh",6,0,0,1,"avocat","mehcat"
962,"ba","ba-dg","dg",1,2,"ba-nq","nq",2,0,0,1,"badge","banqe"
178,"ba","ba-gu","gu",1,2,"ba-va","va",2,0,0,1,"bague","bavae"
729,"ba","ba-ie","ie",1,2,"ba-nq","nq",2,0,0,1,"baie","banq"
415,"nane","nane-last_blank","last_blank",2,4,"gars-last_blank","gars",4,0,0,1,"banane","bagars"
397,"caire","caire-last_blank","last_blank",2,10,"mante-last_blank","mante",10,0,0,1,"bancaire","banmante"
974,"nnonce","nnonce-last_blank","last_blank",3,1,"croute-last_blank","croute",1,0,0,1,"bande annonce","bande acroute"
498,"quier","quier-last_blank","last_blank",2,5,"suite-last_blank","suite",5,0,0,1,"banquier","bansuite"
188,"ba","ba-ron","ron",2,4,"ba-lei","lei",3,1,0,1,"baron","balei"
775,"se","se-last_blank","last_blank",1,167,"ly-last_blank","ly",167,0,0,1,"base","baly"
407,"ball","ball-last_blank","last_blank",3,21,"king-last_blank","king",21,0,0,1,"basket-ball","basketking"
323,"bé","bé-bé","bé",2,1,"bé-ryl","ryl",1,0,1,1,"bébé","béryl"
996,"vole","vole-last_blank","last_blank",3,4,"sues-last_blank","sues",4,0,0,1,"bénévole","bénésues"
41,"bê","bê-te","te",1,9,"er-te","er",9,0,0,1,"bête","erte"
14,"bé","bé-ton","ton",2,4,"bé-rée","rée",2,2,0,1,"béton","bérée"
568,"bi","bi-bl","bl",1,2,"bi-ni","ni",2,0,0,1,"bible","binie"
644,"thèque","thèque-last_blank","last_blank",3,5,"taille-last_blank","taille",5,0,0,1,"bibliothèque","bibliotaille"
582,"bi","bi-en","en",1,10,"bi-no","no",10,0,0,1,"bien","bino"
767,"bi","bi-en","en",1,10,"nd-en","nd",10,0,0,1,"biens","ndens"
690,"et","et-last_blank","last_blank",1,38,"ir-last_blank","ir",38,0,0,1,"billet","billir"
550,"bl","bl-an","an",1,8,"gr-an","gr",8,0,0,1,"blanche","granche"
106,"bles","bles-ser","ser",2,1,"cais-ser","cais",1,0,0,1,"blesser","caisser"
102,"first_blank","first_blank-bois","bois",2,4,"first_blank-cock","cock",4,0,0,1,"boisson","cockson"
834,"ît","ît-e","e",1,3,"ân-e","ân",3,0,0,1,"boîte","boâne"
66,"bo","bo-l","l",1,1,"oû-l","oû",1,0,0,1,"bol","oûl"
359,"mb","mb-e","e",1,4,"ût-e","ût",4,0,0,1,"bombe","boûte"
77,"jour","jour-last_blank","last_blank",2,17,"fort-last_blank","fort",17,0,0,1,"bonjour","bonfort"
654,"bo","bo-uc","uc",1,8,"bo-xe","xe",8,0,0,1,"bouche","boxehe"
54,"clier","clier-last_blank","last_blank",2,1,"rayer-last_blank","rayer",1,0,0,1,"bouclier","bourayer"
832,"bo","bo-ue","ue",1,5,"bo-to","to",5,0,0,1,"boue","boto"
941," toi"," toi-last_blank","last_blank",3,1,"zeck-last_blank","zeck",1,0,0,1,"bouge toi","bougezeck"
134,"sole","sole-last_blank","last_blank",2,4,"roux-last_blank","roux",4,0,0,1,"boussole","bousroux"
742,"bou","bou-ton","ton",2,11,"ver-ton","ver",5,6,0,1,"bouton","verton"
32,"bra","bra-vo","vo",2,1,"ner-vo","ner",1,0,0,1,"bravo","nervo"
694,"bri","bri-ser","ser",2,1,"bri-fié","fié",1,0,0,1,"briser","brifié"
285,"oy","oy-er","er",1,5,"pi-er","pi",5,0,0,1,"broyer","brpier"
879,"br","br-ui","ui",1,4,"ve-ui","ve",4,0,0,1,"bruit","veuit"
230,"first_blank","first_blank-bru","bru",2,55,"first_blank-son","son",55,0,0,1,"brutal","sontal"
547,"first_blank","first_blank-bud","bud",2,8,"first_blank-crè","crè",8,0,0,1,"budget","crèget"
48,"first_blank","first_blank-buis","buis",2,4,"first_blank-évin","évin",4,0,0,1,"buisson","évinson"
489,"bu","bu-t","t",1,1,"il-t","il",1,0,0,1,"but","ilt"
